sigungu,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
서울특별시 강동구 천호동,110-22,0110,0022,모던하우스,전세,28.73,202009,9,23500,0,2,2020,천중로31길 10
서울특별시 강동구 천호동,110-22,0110,0022,모던하우스,전세,28.73,202009,9,23500,0,2,2020,천중로31길 10
서울특별시 강동구 천호동,110-22,0110,0022,모던하우스,전세,28.95,202009,15,25500,0,4,2020,천중로31길 10
서울특별시 강동구 천호동,110-22,0110,0022,모던하우스,전세,28.73,202009,25,24000,0,3,2020,천중로31길 10
서울특별시 강동구 천호동,25-27,0025,0027,민우드림하우스,전세,19.05,202009,11,9000,0,6,2012,구천면로68길 37
서울특별시 강동구 천호동,40-26,0040,0026,베네치아 B동,전세,27.89,202009,12,21000,0,4,2016,양재대로125길 54
서울특별시 강동구 천호동,337-17,0337,0017,뷰클래식하우스2차(337-17),전세,58.73,202009,10,32000,0,5,2018,올림픽로77길 46-19
서울특별시 강동구 천호동,337-17,0337,0017,뷰클래식하우스2차(337-17),전세,31.16,202009,10,23000,0,4,2018,올림픽로77길 46-19
서울특별시 강동구 천호동,309-11,0309,0011,삼성베스트빌,전세,42.25,202009,11,30450,0,2,2016,천중로15가길 1-11
서울특별시 강동구 천호동,309-11,0309,0011,삼성베스트빌,전세,42.64,202009,12,30450,0,3,2016,천중로15가길 1-11
서울특별시 강동구 천호동,309-11,0309,0011,삼성베스트빌,전세,42.24,202009,12,31500,0,5,2016,천중로15가길 1-11
서울특별시 강동구 천호동,331-2,0331,0002,삼성에코타운,전세,41.91,202009,25,30500,0,3,2016,천중로 20
서울특별시 강동구 천호동,47-11,0047,0011,삼원빌,월세,44.4,202009,3,1000,75,2,2012,양재대로123길 56-22
서울특별시 강동구 천호동,21-61,0021,0061,상지빌,월세,17.64,202009,15,3000,70,5,2018,상암로27가길 12
서울특별시 강동구 천호동,215,0215,0000,성원그린빌,전세,47.25,202009,9,22000,0,2,2001,구천면로34길 63-3
서울특별시 강동구 천호동,43-56,0043,0056,성은하이츠빌,월세,49.68,202009,16,4000,70,4,2006,양재대로125길 18
서울특별시 강동구 천호동,304-20,0304,0020,세정,전세,53.06,202009,10,25000,0,3,2004,천중로17길 55
서울특별시 강동구 천호동,220-13,0220,0013,센트빌,전세,26.77,202009,28,13500,0,3,2007,구천면로42길 28-4
서울특별시 강동구 천호동,562,0562,0000,스카이캐슬라,전세,15.93,202009,16,22500,0,8,2020,진황도로25길 18
서울특별시 강동구 천호동,562,0562,0000,스카이캐슬라,전세,15.93,202009,17,22500,0,11,2020,진황도로25길 18
서울특별시 강동구 천호동,562,0562,0000,스카이캐슬라,전세,15.93,202009,17,22500,0,10,2020,진황도로25길 18
서울특별시 강동구 천호동,562,0562,0000,스카이캐슬라,전세,14.13,202009,18,21500,0,11,2020,진황도로25길 18
서울특별시 강동구 천호동,562,0562,0000,스카이캐슬라,전세,14.13,202009,28,21500,0,10,2020,진황도로25길 18
서울특별시 강동구 천호동,335-36,0335,0036,신안아트빌,전세,44,202009,4,28500,0,4,2016,구천면로15길 41
서울특별시 강동구 천호동,221-62,0221,0062,씨펠리스4차,전세,38.66,202009,14,25000,0,4,2018,천중로27길 24-7
서울특별시 강동구 천호동,339-20,0339,0020,아데나 루체,전세,29.89,202009,5,23000,0,3,2018,구천면로15길 20
서울특별시 강동구 천호동,339-20,0339,0020,아데나 루체,전세,29.66,202009,5,22500,0,3,2018,구천면로15길 20
서울특별시 강동구 천호동,227-7,0227,0007,아데나루체,전세,29.11,202009,27,18900,0,3,2015,상암로27길 12
서울특별시 강동구 천호동,315-8,0315,0008,아리지,전세,18.2,202009,1,13200,0,4,2013,천중로9길 50
서울특별시 강동구 천호동,337-79,0337,0079,아성플러스,전세,39.03,202009,5,29400,0,3,2018,선사로10길 14
서울특별시 강동구 천호동,337-79,0337,0079,아성플러스,월세,37.66,202009,7,28500,3,5,2018,선사로10길 14
서울특별시 강동구 천호동,29-14,0029,0014,아스하임,월세,23.53,202009,4,500,45,5,2016,양재대로133길 30
서울특별시 강동구 천호동,331-26,0331,0026,아이빌(331-26),전세,43.01,202009,29,19500,0,3,2016,올림픽로83길 24
서울특별시 강동구 천호동,326,0326,0000,아크로리버,전세,20.41,202009,16,18900,0,2,2011,천중로5길 33
서울특별시 강동구 천호동,233-52,0233,0052,에바다빌,전세,29.91,202009,22,18000,0,3,2014,구천면로46길 30
서울특별시 강동구 천호동,291-44,0291,0044,에코빌,월세,57.84,202009,7,3000,75,4,2008,상암로 86-11
서울특별시 강동구 천호동,18-63,0018,0063,엘리시아,전세,28.33,202009,8,20000,0,3,2019,구천면로62길 33
서울특별시 강동구 천호동,291-12,0291,0012,우노펠리스5차,전세,22.08,202009,7,20000,0,5,2020,상암로 82-1
서울특별시 강동구 천호동,331-28,0331,0028,우리빌,월세,44.885,202009,25,2000,58,3,2017,천중로2길 7-14
서울특별시 강동구 천호동,278-1,0278,0001,우성그린빌라,전세,54.72,202009,22,15000,0,-1,1990,구천면로 262-16
서울특별시 강동구 천호동,397-419,0397,0419,유천천호빌라,전세,92.2,202009,16,30000,0,3,1986,구천면로 244-10
서울특별시 강동구 천호동,229-4,0229,0004,이든하우스2차,전세,29.65,202009,5,25000,0,6,2018,구천면로60길 56
서울특별시 강동구 천호동,314-26,0314,0026,제이디파크빌,전세,29.8,202009,3,40000,0,7,2019,천중로11길 11
서울특별시 강동구 천호동,314-7,0314,0007,제이디파크빌,전세,34.83,202009,19,25700,0,4,2017,천중로9길 9
서울특별시 강동구 천호동,143-7,0143,0007,제이온빌,월세,29.68,202009,3,7000,60,2,2020,성안로31길 20
서울특별시 강동구 천호동,143-7,0143,0007,제이온빌,월세,29.68,202009,3,7000,60,2,2020,성안로31길 20
서울특별시 강동구 천호동,143-7,0143,0007,제이온빌,월세,58.06,202009,7,22000,60,5,2020,성안로31길 20
서울특별시 강동구 천호동,143-7,0143,0007,제이온빌,월세,29.68,202009,25,9000,50,3,2020,성안로31길 20
서울특별시 강동구 천호동,167-117,0167,0117,주성아파텔,전세,16.331,202009,1,18000,0,5,2016,성안로27길 63-14
서울특별시 강동구 천호동,317-25,0317,0025,주성파크,월세,27.91,202009,16,5000,50,3,2020,올림픽로89길 36-1
서울특별시 강동구 천호동,214-5,0214,0005,중앙클래식하우스3차,전세,29.86,202009,18,23000,0,2,2016,천중로 122-6
서울특별시 강동구 천호동,293-17,0293,0017,중앙클레식하우스,전세,43.52,202009,1,34000,0,3,2016,상암로 104
서울특별시 강동구 천호동,15-5,0015,0005,지혜빌,전세,26.05,202009,21,26000,0,5,2018,구천면로64길 9-9
서울특별시 강동구 천호동,289-36,0289,0036,집앤사 더블린,전세,26.19,202009,9,27000,0,2,2020,상암로 62-7
서울특별시 강동구 천호동,289-36,0289,0036,집앤사 더블린,전세,26.19,202009,16,28400,0,4,2020,상암로 62-7
서울특별시 강동구 천호동,299-31,0299,0031,천호파크빌2,월세,21.98,202009,22,989,13,4,2016,구천면로35길 30-6
서울특별시 강동구 천호동,293-4,0293,0004,청솔아트빌,전세,24.71,202009,14,30200,0,5,2016,천중로23길 54
서울특별시 강동구 천호동,32-30,0032,0030,청우아피스,전세,56,202009,5,28000,0,5,2005,구천면로68길 82
서울특별시 강동구 천호동,331-9,0331,0009,청운명가,전세,30.83,202009,14,33000,0,7,2019,천중로2길 1
서울특별시 강동구 천호동,574,0574,0000,청운빌리지(574),전세,25.98,202009,14,25000,0,3,2018,천중로27길 70
서울특별시 강동구 천호동,574,0574,0000,청운빌리지(574),전세,40.61,202009,15,33000,0,4,2018,천중로27길 70
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,42.56,202009,2,33000,0,2,2019,천중로27길 60
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,42.56,202009,4,33000,0,5,2019,천중로27길 60
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,42.56,202009,4,33000,0,4,2019,천중로27길 60
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,39.87,202009,12,32500,0,4,2019,천중로27길 60
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,39.87,202009,17,36500,0,3,2019,천중로27길 60
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,39.87,202009,17,36500,0,3,2019,천중로27길 60
서울특별시 강동구 천호동,575,0575,0000,청운캐슬,전세,59.51,202009,18,35000,0,4,2019,천중로27길 60
서울특별시 강동구 천호동,233-2,0233,0002,티엘하우스,월세,49.58,202009,3,9539,48,3,2019,구천면로48길 25
서울특별시 강동구 천호동,129-2,0129,0002,프라임캐슬(129-2),전세,37.2,202009,28,27500,0,2,2018,천중로32길 5-4
서울특별시 강동구 천호동,129-2,0129,0002,프라임캐슬(129-2),전세,29.69,202009,28,28500,0,6,2018,천중로32길 5-4
서울특별시 강동구 천호동,336-10,0336,0010,하우징허브,전세,53.82,202009,5,29900,0,5,2016,올림픽로77길 46-18
서울특별시 강동구 천호동,336-10,0336,0010,하우징허브,전세,43.38,202009,12,29400,0,2,2016,올림픽로77길 46-18
서울특별시 강동구 천호동,317-19,0317,0019,하우징허브코너스톤,전세,29.33,202009,3,21000,0,4,2018,올림픽로89길 36-5
서울특별시 강동구 천호동,50-23,0050,0023,한강그린빌,월세,58.86,202009,25,10000,60,3,2012,천중로43길 48-1
서울특별시 강동구 천호동,391-37,0391,0037,한강팰리스,전세,38.41,202009,11,36500,0,2,2019,천중로16길 23
서울특별시 강동구 천호동,18-187,0018,0187,한솔,월세,45.36,202009,22,15000,20,2,2003,상암로39길 43
서울특별시 강동구 천호동,309-16,0309,0016,한솔아트빌,전세,24.55,202009,15,22000,0,2,2016,천중로15나길 14
서울특별시 강동구 천호동,309-16,0309,0016,한솔아트빌,전세,26.52,202009,15,23000,0,4,2016,천중로15나길 14
서울특별시 강동구 천호동,309-16,0309,0016,한솔아트빌,전세,24.55,202009,15,23000,0,5,2016,천중로15나길 14
서울특별시 강동구 천호동,309-16,0309,0016,한솔아트빌,전세,27.55,202009,15,24000,0,3,2016,천중로15나길 14
서울특별시 강동구 천호동,314-37,0314,0037,헬마빌딩,월세,16.72,202009,3,75,80,6,2019,올림픽로 726
서울특별시 강동구 천호동,395-30,0395,0030,현대빌라,월세,52.33,202009,5,5000,50,2,1994,천중로26길 24
서울특별시 강북구 미아동,1264-136,1264,0136,(1264-136),전세,30.15,202009,4,6000,0,1,1994,삼양로20나길 55
서울특별시 강북구 미아동,399-3,0399,0003,(399-3),전세,27,202009,9,3000,0,-1,1993,솔샘로60가길 18
서울특별시 강북구 미아동,791-1858,0791,1858,(791-1858),전세,36.53,202009,9,9000,0,1,1998,인수봉로12길 15-13
서울특별시 강북구 미아동,791-3724,0791,3724,SM빌라마동,월세,53.2,202009,2,1000,60,1,2014,인수봉로19길 21
서울특별시 강북구 미아동,791-2806,0791,2806,경모하늘풍경,전세,54.81,202009,7,24800,0,2,2019,솔매로22길 51
서울특별시 강북구 미아동,791-2806,0791,2806,경모하늘풍경,전세,54.81,202009,11,24500,0,3,2019,솔매로22길 51
서울특별시 강북구 미아동,715,0715,0000,금강빌라,전세,65.75,202009,9,18000,0,1,1997,솔샘로53길 4-3
서울특별시 강북구 미아동,323-48,0323,0048,다원힐스빌,전세,29.96,202009,25,26900,0,3,2020,도봉로29길 25-2
서울특별시 강북구 미아동,791-1495,0791,1495,라인빌,전세,51.89,202009,8,22000,0,4,2016,솔매로 15
서울특별시 강북구 미아동,319-33,0319,0033,로얄팰리스C동,전세,51.11,202009,14,25000,0,3,2015,도봉로33길 42
서울특별시 강북구 미아동,791-3591,0791,3591,목화빌라(791-3591),월세,43.65,202009,2,1000,50,1,1995,솔매로22길 36
서울특별시 강북구 미아동,791-3591,0791,3591,목화빌라(791-3591),월세,44.01,202009,4,5000,15,3,1995,솔매로22길 36
서울특별시 강북구 미아동,791-1741,0791,1741,미향빌라(791-1741),전세,37.15,202009,2,9000,0,2,1990,솔매로 6-1
서울특별시 강북구 미아동,130-40,0130,0040,백양빌리지(가),전세,36.14,202009,21,14000,0,5,2002,도봉로38길 32
서울특별시 강북구 미아동,130-40,0130,0040,백양빌리지(가),전세,36.14,202009,21,14000,0,5,2002,도봉로38길 32
서울특별시 강북구 미아동,300-25,0300,0025,보영아트빌,월세,50.72,202009,8,3000,60,2,2002,솔매로36길 10
서울특별시 강북구 미아동,1363,1363,0000,수유지웰에스테이트,월세,15.885,202009,14,1000,45,5,2015,도봉로76길 48
서울특별시 강북구 미아동,1363,1363,0000,수유지웰에스테이트,월세,15.885,202009,14,500,48,2,2015,도봉로76길 48
서울특별시 강북구 미아동,791-2538,0791,2538,스카이빌,월세,36.41,202009,2,2000,85,4,2019,솔매로7길 16
서울특별시 강북구 미아동,719-3,0719,0003,영신맨션(가동),전세,96.61,202009,14,18000,0,3,1984,삼양로38라길 10
서울특별시 강북구 미아동,791-2139,0791,2139,예인빌라,전세,37.59,202009,18,13000,0,2,2007,솔샘로47길 27
서울특별시 강북구 미아동,312-28,0312,0028,우성그린빌라(312-28),전세,59.5,202009,10,21000,0,4,1996,도봉로41길 94
서울특별시 강북구 미아동,791-1344,0791,1344,유경쉐르빌3,전세,56.49,202009,16,32800,0,2,2019,인수봉로20나길 38
서울특별시 강북구 미아동,791-2672,0791,2672,은혜빌리지3차,전세,73.17,202009,6,16000,0,2,2008,삼양로63가길 14-10
서울특별시 강북구 미아동,791-2672,0791,2672,은혜빌리지3차,전세,73.59,202009,7,16000,0,2,2008,삼양로63가길 14-10
서울특별시 강북구 미아동,791-2081,0791,2081,주일빌라,전세,78.78,202009,21,13000,0,1,1985,삼양로41길 73
서울특별시 강북구 미아동,791-1336,0791,1336,중앙홈타운,전세,48.22,202009,4,19500,0,1,2016,인수봉로20나길 58
서울특별시 강북구 미아동,791-1336,0791,1336,중앙홈타운,전세,48.22,202009,12,25500,0,4,2016,인수봉로20나길 58
서울특별시 강북구 미아동,776-98,0776,0098,하이츠파크빌(B동),전세,29.79,202009,4,18000,0,4,2017,삼양로51길 15-5
서울특별시 강북구 미아동,416-34,0416,0034,해태빌라,월세,30,202009,5,1000,30,1,1992,도봉로13나길 31
서울특별시 강북구 미아동,791-993,0791,0993,헨델하우징1차,월세,29.75,202009,11,1000,55,3,2014,삼양로69길 3
서울특별시 강북구 미아동,1365-16,1365,0016,현대빌라트,전세,55.05,202009,2,17000,0,3,2001,인수봉로20나길 8
서울특별시 강북구 미아동,791-1992,0791,1992,현영,월세,51.82,202009,24,1620,14,2,2013,인수봉로8길 5
서울특별시 강북구 미아동,128-39,0128,0039,홍솔맨션,전세,39.68,202009,16,10000,0,3,1998,도봉로38길 45-7
서울특별시 강북구 미아동,341-1,0341,0001,화인하우스B동,전세,59.4,202009,6,26000,0,4,2015,도봉로29길 69-6
서울특별시 강북구 번동,463-5,0463,0005,(463-5),전세,16.76,202009,14,9000,0,5,2011,한천로134길 32
서울특별시 강북구 번동,463-5,0463,0005,(463-5),전세,16.76,202009,23,9000,0,2,2011,한천로134길 32
서울특별시 강북구 번동,415-2,0415,0002,HAN'sVILLE(한스빌),월세,14.62,202009,28,500,40,3,2010,오패산로78길 13
서울특별시 강북구 번동,148-266,0148,0266,광신주택(148-266),전세,33.09,202009,15,8500,0,3,1992,오현로25길 108
서울특별시 강북구 번동,148-340,0148,0340,꿈의숲파크빌,전세,65.44,202009,29,15000,0,2,2009,오현로25나길 69
서울특별시 강북구 번동,148-135,0148,0135,대영아트빌,전세,37.53,202009,16,7500,0,4,2005,오현로25가길 23
서울특별시 강북구 번동,464-3,0464,0003,드림타워,월세,21.05,202009,19,2000,50,10,2012,도봉로96길 5-11
서울특별시 강북구 번동,464-3,0464,0003,드림타워,월세,21.05,202009,19,2000,49,10,2012,도봉로96길 5-11
서울특별시 강북구 번동,461-99,0461,0099,드림팰리스,월세,54.7,202009,24,16000,30,3,2012,한천로124가길 61
서울특별시 강북구 번동,148-117,0148,0117,백합빌라,전세,57.16,202009,5,15000,0,3,1994,오현로25나길 20
서울특별시 강북구 번동,469-109,0469,0109,부강훼밀리타운E,전세,65.07,202009,15,22000,0,1,1998,도봉로96가길 24
서울특별시 강북구 번동,471-150,0471,0150,성원하이츠D,전세,48.59,202009,2,15750,0,1,2001,도봉로96길 71
서울특별시 강북구 번동,148-240,0148,0240,장미빌라,전세,48.48,202009,25,12000,0,3,1994,오현로25마길 36
서울특별시 강북구 번동,459-73,0459,0073,제8차성우빌라트,월세,47.22,202009,20,2000,65,2,2003,한천로124다길 21
서울특별시 강북구 번동,148-123,0148,0123,창헌주택,전세,33.22,202009,14,5500,0,3,1994,오현로25나길 29
서울특별시 강북구 번동,148-278,0148,0278,창헌주택(148-278),전세,45.57,202009,23,9000,0,3,1992,오현로25길 93
서울특별시 강북구 번동,446-44,0446,0044,파로스타워,전세,21.1,202009,4,9000,0,7,2012,오패산로77길 12
서울특별시 강북구 번동,411-12,0411,0012,파크스위트,전세,26.94,202009,10,20000,0,3,2017,한천로123길 53-3
서울특별시 강북구 번동,458-64,0458,0064,풀내음파크빌(458-64),전세,52.35,202009,25,16500,0,5,2011,도봉로96길 93-1
서울특별시 강북구 번동,428-59,0428,0059,프로미스,전세,41.43,202009,13,12000,0,5,2013,한천로 930
서울특별시 강북구 번동,148-5,0148,0005,한마음오동타운,전세,56.91,202009,2,18000,0,3,2000,오현로25길 12-5
서울특별시 강북구 수유동,252-215,0252,0215,(252-215),전세,46.35,202009,9,12000,0,2,1986,한천로150길 25
서울특별시 강북구 수유동,543-13,0543,0013,(543-13),전세,49.64,202009,10,10000,0,3,1993,인수봉로79길 13
서울특별시 강북구 수유동,8-136,0008,0136,(8-136),월세,25.77,202009,1,10100,19,3,2020,삼각산로28길 84
서울특별시 강북구 수유동,8-136,0008,0136,(8-136),월세,28.63,202009,2,10100,19,5,2020,삼각산로28길 84
서울특별시 강북구 수유동,8-136,0008,0136,(8-136),월세,28.63,202009,3,10100,19,4,2020,삼각산로28길 84
서울특별시 강북구 수유동,8-136,0008,0136,(8-136),월세,27.57,202009,4,10600,20,2,2020,삼각산로28길 84
서울특별시 강북구 수유동,8-136,0008,0136,(8-136),월세,28.63,202009,8,10100,19,3,2020,삼각산로28길 84
서울특별시 강북구 수유동,455-29,0455,0029,THE VIEW,전세,55.705,202009,3,24000,0,2,2008,인수봉로 166
서울특별시 강북구 수유동,165-25,0165,0025,가람빌라,전세,42.4,202009,23,12000,0,3,2003,노해로9나길 7
서울특별시 강북구 수유동,461-98,0461,0098,골든빌,월세,29.99,202009,1,2000,60,2,2016,덕릉로 10
서울특별시 강북구 수유동,720-5,0720,0005,골든빌(720-5),전세,22,202009,7,5000,0,4,2002,노해로33가길 9
서울특별시 강북구 수유동,510-19,0510,0019,그랜드케슬,전세,37.715,202009,26,19500,0,2,2013,인수봉로55가길 17
서울특별시 강북구 수유동,276-15,0276,0015,길안그린빌라2동,월세,50.36,202009,17,500,35,3,1993,삼양로130길 9-9
서울특별시 강북구 수유동,455-27,0455,0027,다온휴스테이,전세,48.9,202009,14,32800,0,4,2020,인수봉로 164-9
서울특별시 강북구 수유동,455-27,0455,0027,다온휴스테이,전세,48.24,202009,28,30800,0,3,2020,인수봉로 164-9
서울특별시 강북구 수유동,473-9,0473,0009,대원파크빌,전세,29.58,202009,16,24200,0,3,2020,삼양로 315-12
서울특별시 강북구 수유동,473-9,0473,0009,대원파크빌,전세,28.52,202009,18,22800,0,2,2020,삼양로 315-12
서울특별시 강북구 수유동,510-15,0510,0015,더갤러리,전세,36.5,202009,22,25000,0,2,2013,인수봉로55가길 27
서울특별시 강북구 수유동,483-5,0483,0005,동아쉐리빌,전세,38.18,202009,6,31000,0,2,2020,삼양로77길 41
서울특별시 강북구 수유동,510-22,0510,0022,동익빌라,월세,49.52,202009,15,4000,20,1,1982,인수봉로55길 39-28
서울특별시 강북구 수유동,524-26,0524,0026,두인베스트21,월세,31.29,202009,27,500,30,4,2002,인수봉로67길 20
서울특별시 강북구 수유동,510-31,0510,0031,드림캐슬,전세,33.72,202009,2,19500,0,3,2018,인수봉로55가길 20
서울특별시 강북구 수유동,258-35,0258,0035,드림타운(가동),전세,37.7,202009,17,11500,0,5,2002,삼양로118길 39
서울특별시 강북구 수유동,412-37,0412,0037,미리내마을,전세,43.19,202009,12,17000,0,3,2012,인수봉로60가길 18
서울특별시 강북구 수유동,360-1,0360,0001,보광빌라,전세,89.49,202009,19,15000,0,3,1982,삼각산로 109
서울특별시 강북구 수유동,486-1273,0486,1273,산안애,전세,84.94,202009,11,28000,0,3,2008,인수봉로19나길 12
서울특별시 강북구 수유동,478-6,0478,0006,삼광빌라,월세,33.6,202009,25,500,50,-1,1995,삼양로77길 28-3
서울특별시 강북구 수유동,9-8,0009,0008,선진캐슬,전세,59.4,202009,4,23000,0,3,2016,노해로7길 28
서울특별시 강북구 수유동,310-23,0310,0023,성민빌라DE동,전세,48.78,202009,3,11000,0,2,1989,삼양로109길 20-4
서울특별시 강북구 수유동,468-149,0468,0149,성신쉐르빌(468-149),전세,65.98,202009,21,18000,0,1,2001,인수봉로38가길 7
서울특별시 강북구 수유동,519-19,0519,0019,성우아트빌,전세,54.46,202009,29,21500,0,3,2016,인수봉로61길 48
서울특별시 강북구 수유동,167-67,0167,0067,센트빌102동,전세,59.93,202009,2,24000,0,3,2016,도봉로101길 39-15
서울특별시 강북구 수유동,282-16,0282,0016,송림하이빌,전세,27.19,202009,7,19300,0,4,2017,4.19로1길 17
서울특별시 강북구 수유동,130-75,0130,0075,수림빌라,월세,44.44,202009,2,3000,40,2,1993,삼양로92길 15-10
서울특별시 강북구 수유동,715-4,0715,0004,스위트빌,전세,41.6,202009,17,21900,0,3,2019,노해로33길 34-11
서울특별시 강북구 수유동,401-30,0401,0030,시즌빌라,월세,26.04,202009,4,4000,50,5,2013,삼양로88가길 12-2
서울특별시 강북구 수유동,401-30,0401,0030,시즌빌라,월세,43.21,202009,25,5000,50,4,2013,삼양로88가길 12-2
서울특별시 강북구 수유동,705-1,0705,0001,신생하이빌,전세,36.93,202009,8,17000,0,2,2013,노해로35길 113
서울특별시 강북구 수유동,392-25,0392,0025,신성빌라(392-25),월세,44.26,202009,16,5000,40,2,1993,삼양로98가길 4
서울특별시 강북구 수유동,392-6,0392,0006,신성빌라(392-6),전세,46.92,202009,7,12000,0,3,1996,삼각산로24길 31
서울특별시 강북구 수유동,472-389,0472,0389,신성젠트리스(472-389),전세,37.03,202009,21,15000,0,3,2014,삼양로83길 11
서울특별시 강북구 수유동,535-252,0535,0252,아카데미파크빌라(가),전세,85.03,202009,26,25000,0,3,1985,인수봉로75길 60
서울특별시 강북구 수유동,169-63,0169,0063,우림텔(B동),월세,17.98,202009,25,6000,5,2,2003,도봉로99길 21
서울특별시 강북구 수유동,341-11,0341,0011,은진하이빌(341-11),전세,52.23,202009,1,19900,0,3,2008,삼양로117길 14-10
서울특별시 강북구 수유동,341-11,0341,0011,은진하이빌(341-11),전세,52.23,202009,1,19900,0,3,2008,삼양로117길 14-10
서울특별시 강북구 수유동,35-17,0035,0017,이화하이츠빌라,월세,31.5,202009,21,500,40,2,1993,노해로17길 61
서울특별시 강북구 수유동,442-23,0442,0023,인수빌라(442-23),전세,28.91,202009,22,13650,0,2,2012,인수봉로52길 38
서울특별시 강북구 수유동,442-23,0442,0023,인수빌라(442-23),월세,41.76,202009,22,7000,40,4,2012,인수봉로52길 38
서울특별시 강북구 수유동,508-110,0508,0110,정원베스트빌(508-110),전세,59.69,202009,2,19500,0,4,2014,인수봉로55길 39-24
서울특별시 강북구 수유동,508-75,0508,0075,정원베스트빌B동,전세,53.66,202009,3,26000,0,4,2014,인수봉로55길 27-20
서울특별시 강북구 수유동,296-21,0296,0021,정원팰리스(296-21),전세,27.44,202009,18,19000,0,2,2019,인수봉로72길 27-18
서울특별시 강북구 수유동,130-53,0130,0053,정은스위트빌,전세,34.26,202009,12,13125,0,4,2013,노해로9길 63
서울특별시 강북구 수유동,130-53,0130,0053,정은스위트빌,전세,34.26,202009,12,13125,0,4,2013,노해로9길 63
서울특별시 강북구 수유동,397-29,0397,0029,중앙아트빌라(397-29),전세,42.26,202009,2,11000,0,1,1997,삼양로95길 7
서울특별시 강북구 수유동,168-41,0168,0041,진영토담빌,전세,29.68,202009,1,18900,0,5,2015,한천로140길 84
서울특별시 강북구 수유동,192-79,0192,0079,청우주택,월세,53.73,202009,18,7400,42,-1,1997,한천로139나길 14-5
서울특별시 강북구 수유동,252-161,0252,0161,청호캐스빌,전세,35.59,202009,5,12600,0,4,2012,노해로27길 53
서울특별시 강북구 수유동,190-24,0190,0024,코지하우스,월세,12.24,202009,7,200,36,4,2013,한천로 1053-6
서울특별시 강북구 수유동,252-107,0252,0107,태진빌라,전세,55.62,202009,22,18000,0,4,1993,노해로25길 16
서울특별시 강북구 수유동,522-18,0522,0018,한마음빌라,전세,56.63,202009,25,13000,0,1,1992,삼각산로 47
서울특별시 강북구 수유동,530-1,0530,0001,현대수유빌라,전세,111.11,202009,26,25000,0,1,1986,인수봉로79길 93
서울특별시 강북구 수유동,441-31,0441,0031,혜성루첸리,전세,52.85,202009,14,24000,0,2,2015,인수봉로51길 41
서울특별시 강북구 수유동,441-31,0441,0031,혜성루첸리,전세,52.85,202009,14,24000,0,2,2015,인수봉로51길 41
서울특별시 강북구 수유동,441-31,0441,0031,혜성루첸리,전세,52.84,202009,28,25650,0,2,2015,인수봉로51길 43
서울특별시 강북구 수유동,441-31,0441,0031,혜성루첸리,전세,52.84,202009,28,25650,0,2,2015,인수봉로51길 43
서울특별시 강북구 우이동,56-49,0056,0049,GY펠리체,전세,27.25,202009,9,21000,0,5,2018,삼양로155길 12
서울특별시 강북구 우이동,164-2,0164,0002,다솜힐하우스(164-2),전세,52.61,202009,18,28950,0,6,2017,삼양로173가길 21-2
서울특별시 강북구 우이동,100-34,0100,0034,다우에코빌,전세,36.18,202009,12,22000,0,4,2017,삼양로149길 10
서울특별시 강북구 우이동,100-34,0100,0034,다우에코빌,전세,36.18,202009,12,22000,0,4,2017,삼양로149길 10
서울특별시 강북구 우이동,125-4,0125,0004,삼덕(나동),전세,72.65,202009,15,19000,0,1,1976,삼양로159길 79-1
서울특별시 강북구 우이동,340,0340,0000,성원그린(101102동),전세,84.77,202009,4,32500,0,3,1995,삼양로139가길 63
서울특별시 강북구 우이동,21-7,0021,0007,해피움빌라트,전세,41.9,202009,10,24900,0,5,2020,삼양로171길 7
서울특별시 강서구 가양동,248-2,0248,0002,갤럭시빌,전세,27.18,202009,9,19000,0,4,2015,양천로47가길 33
서울특별시 강서구 가양동,250-2,0250,0002,다솔씨티하임,전세,35.69,202009,7,26800,0,6,2018,양천로49길 47
서울특별시 강서구 가양동,250-2,0250,0002,다솔씨티하임,전세,35.69,202009,16,28000,0,6,2018,양천로49길 47
서울특별시 강서구 가양동,275-18,0275,0018,마곡파크뷰비동,전세,22.26,202009,21,21000,0,10,2017,양천로49길 39-7
서울특별시 강서구 가양동,274-4,0274,0004,보타닉스타뷰,전세,25.85,202009,2,24500,0,6,2018,양천로49길 39-53
서울특별시 강서구 가양동,146-8,0146,0008,상아맨션1차,전세,41.55,202009,4,21000,0,2,2002,강서로76길 10-3
서울특별시 강서구 가양동,251-3,0251,0003,서해빌라,전세,70.95,202009,7,18000,0,-1,1997,양천로47가길 36
서울특별시 강서구 가양동,251-2,0251,0002,세종보타닉2차,전세,29.42,202009,26,26000,0,2,2020,양천로47가길 32
서울특별시 강서구 가양동,251-2,0251,0002,세종보타닉2차,전세,25.46,202009,26,23000,0,3,2020,양천로47가길 32
서울특별시 강서구 가양동,146-19,0146,0019,아트리버빌,전세,26.47,202009,8,19280,0,4,2016,양천로51길 13-6
