sigungu,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
강원도 강릉시 교동,303-1,0303,0001,이화,월세,56.79,202009,14,500,40,3,1984,율곡로2968번안길 2
강원도 강릉시 교동,972-2,0972,0002,한일,전세,52.2,202009,12,3000,0,2,1981,원대로30번길 15-6
강원도 강릉시 노암동,593-11,0593,0011,(593-11),전세,72.21,202009,8,16000,0,2,2018,남부로136번길 7
강원도 강릉시 송정동,216-1,0216,0001,소라A단지,월세,56.34,202009,29,3000,30,1,1986,송정길 15
강원도 강릉시 연곡면 영진리,353-71,0353,0071,동방 이스트빌(109~111동),월세,71.12,202009,8,4000,25,4,2015,연주로 162
강원도 강릉시 연곡면 영진리,353-71,0353,0071,동방 이스트빌(109~111동),전세,71.12,202009,28,10000,0,3,2015,연주로 162
강원도 강릉시 주문진읍 교항리,67-7,0067,0007,신영,월세,57.69,202009,10,1000,25,2,1984,신리4길 2
강원도 강릉시 포남동,1177-1,1177,0001,신일,전세,57.77,202009,3,4000,0,1,1985,성덕포남로182번길 26
강원도 강릉시 포남동,1324,1324,0000,썬라이즈빌,전세,22.04,202009,8,7500,0,2,2019,난설헌로78번길 29-17
강원도 강릉시 포남동,1324,1324,0000,썬라이즈빌,전세,22.04,202009,10,7500,0,2,2019,난설헌로78번길 29-17
강원도 강릉시 포남동,1324,1324,0000,썬라이즈빌,전세,22.04,202009,11,7500,0,4,2019,난설헌로78번길 29-17
강원도 강릉시 포남동,1324,1324,0000,썬라이즈빌,전세,22.04,202009,15,7200,0,1,2019,난설헌로78번길 29-17
강원도 강릉시 포남동,314-1,0314,0001,파인빌리지,월세,22.52,202009,5,300,40,1,2018,난설헌로78번길 29-9
강원도 강릉시 포남동,314-1,0314,0001,파인빌리지,전세,22.52,202009,7,5000,0,1,2018,난설헌로78번길 29-9
강원도 강릉시 포남동,1191-1,1191,0001,혜성국민주택,월세,55.56,202009,22,1500,35,1,1984,경강로2323번길 4
강원도 동해시 묵호진동,85-304,0085,0304,유화맨션,전세,70.41,202009,15,7000,0,4,2018,해맞이길 160
강원도 동해시 용정동,521-23,0521,0023,초원파크빌B동,전세,67.06,202009,3,10000,0,2,2017,봉오동길 32-8
강원도 동해시 용정동,521-23,0521,0023,초원파크빌B동,전세,67.31,202009,16,10000,0,3,2017,봉오동길 32-8
강원도 동해시 천곡동,973-2,0973,0002,범진빌라2차(B),전세,40.68,202009,22,3000,0,4,1993,감추2길 28
강원도 삼척시 근덕면 교가리,389,0389,0000,삼척근덕더스테이,전세,84.9387,202009,4,18700,0,4,2020,맹방해변로 39
강원도 삼척시 근덕면 교가리,389,0389,0000,삼척근덕더스테이,전세,84.9387,202009,5,18700,0,3,2020,맹방해변로 39
강원도 삼척시 근덕면 교가리,389,0389,0000,삼척근덕더스테이,전세,84.9387,202009,13,18700,0,4,2020,맹방해변로 39
강원도 삼척시 당저동,10-1,0010,0001,두원밸리,월세,47,202009,3,3000,30,3,2013,사대1길 35-30
강원도 속초시 교동,773-1,0773,0001,코스모스(대양),월세,69.66,202009,7,1000,40,3,1985,만천7길 47
강원도 속초시 금호동,625-88,0625,0088,성진주택,전세,53.98,202009,22,5000,0,3,1983,번영로67번길 17
강원도 속초시 노학동,1326,1326,0000,속초 테르바움,전세,74.9363,202009,27,35000,0,4,2020,관광로 344
강원도 속초시 노학동,1073-126,1073,0126,하이디 울산바위(별동),전세,38.893,202009,2,8000,0,1,2017,울산바위길 9-17
강원도 속초시 조양동,590-1,0590,0001,설악빌리지,전세,72.78,202009,16,8000,0,3,1990,청대마을길 5
강원도 원주시 단계동,777-4,0777,0004,단계하나VIVACHE,전세,49.99,202009,23,13000,0,8,2017,천사로 106
강원도 원주시 단계동,777-4,0777,0004,단계하나VIVACHE,전세,49.99,202009,23,13000,0,8,2017,천사로 106
강원도 원주시 단계동,778-29,0778,0029,아이손 원주단계 102동 (단계동 778-29),전세,19.81,202009,17,7000,0,4,2018,천사로 90
강원도 원주시 단구동,686,0686,0000,보라매,월세,66,202009,12,1000,30,1,1984,단구로 304
강원도 원주시 무실동,1722-7,1722,0007,(1722-7),전세,23.785,202009,3,6000,0,5,2013,만대로 5-2
강원도 원주시 문막읍 건등리,193-9,0193,0009,청담빌라B동,전세,69.02,202009,19,10000,0,4,2016,원문로 1627-20
강원도 원주시 문막읍 동화리,1277-21,1277,0021,퀸빌리지힐,전세,52.56,202009,25,6000,0,3,2014,세오름길 8
강원도 원주시 우산동,109-1,0109,0001,대일연립,월세,59.49,202009,1,2000,25,4,1988,상지대길 66-5
강원도 원주시 일산동,287-27,0287,0027,(287-27),월세,49,202009,7,5500,5,1,2012,동진골1길 76
강원도 인제군 인제읍 남북리,218-11,0218,0011,골든빌라다동,월세,41.68,202009,24,1000,28,1,1990,비봉로30번길 48
강원도 춘천시 근화동,743-21,0743,0021,가득빌라21,월세,39.43,202009,4,500,35,1,1992,중앙로194번길 58
강원도 춘천시 소양로4가,106-15,0106,0015,우림빌라,전세,51.55,202009,9,5500,0,1,1986,중앙로124번길 13-3
강원도 춘천시 운교동,133-6,0133,0006,태영그린빌,전세,50.43,202009,25,10000,0,3,2012,춘천로167번길 8-3
강원도 춘천시 후평동,866,0866,0000,금호빌리지,전세,95.6,202009,10,14000,0,4,1992,후만로 119
강원도 춘천시 후평동,711-44,0711,0044,에스에치빌리지,전세,27.95,202009,5,4500,0,2,2013,삭주로128번길 7
강원도 평창군 대관령면 용산리,164-16,0164,0016,용평밸리,전세,121.2,202009,29,3000,0,-1,2007,솔봉로 457
강원도 평창군 대관령면 횡계리,279,0279,0000,드래곤 패밀리,전세,56.43,202009,29,3000,0,1,1989,대관령로 149
강원도 평창군 대화면 신리,909-10,0909,0010,황두영씨주택,월세,42.715,202009,7,500,28,1,2006,양지동길 6-11
강원도 평창군 봉평면 면온리,490-5,0490,0005,거산노블밸리,전세,51.232,202009,1,5000,0,3,2007,태기로 575-20
강원도 홍천군 내면 창촌리,1586-9,1586,0009,세진빌라(1586-9),전세,36.17,202009,17,4500,0,2,1997,창촌로 53-7
강원도 홍천군 홍천읍 갈마곡리,119-23,0119,0023,파크빌A,전세,73.5314,202009,3,15000,0,4,2018,공작산로 150-13
강원도 홍천군 홍천읍 갈마곡리,119-23,0119,0023,파크빌A,전세,73.5314,202009,3,15000,0,4,2018,공작산로 150-13
강원도 홍천군 홍천읍 연봉리,106-3,0106,0003,비발디힐,월세,43.4,202009,23,2000,30,4,2019,장전평로 65-1
강원도 홍천군 홍천읍 연봉리,500-1,0500,0001,태성에코빌,월세,25.11,202009,18,500,40,2,2013,남산마을길1길 3
강원도 홍천군 홍천읍 진리,37,0037,0000,인네스트빌,전세,80.93,202009,26,16500,0,2,2019,희망진리길 24-1
강원도 홍천군 홍천읍 희망리,351-2,0351,0002,풍림주택,전세,77.86,202009,22,7000,0,1,1992,홍천로2길 13
강원도 화천군 화천읍 신읍리,578,0578,0000,동보,월세,32.64,202009,22,200,23,3,1999,노신로 82-16
강원도 화천군 화천읍 하리,33-17,0033,0017,진달래,전세,66.69,202009,18,6000,0,2,1984,상승로 37-5
강원도 횡성군 우천면 우항리,759-4,0759,0004,신원하우스,월세,63.085,202009,18,1000,40,2,2018,우항4길 9
경기도 가평군 가평읍 달전리,336-19,0336,0019,동방빌라가동,전세,59.13,202009,22,6000,0,4,1994,강산길 30
경기도 가평군 가평읍 대곡리,335-3,0335,0003,우림아트빌,전세,82.23,202009,25,13000,0,4,2005,문화로 124
경기도 가평군 가평읍 읍내리,358-4,0358,0004,남이주택가동,전세,32.76,202009,26,3000,0,1,1993,태평길 30
경기도 가평군 가평읍 읍내리,295-1,0295,0001,세그루빌,전세,58.12,202009,23,10500,0,4,2018,보납로 90
경기도 가평군 가평읍 읍내리,273-3,0273,0003,효신아트빌,전세,75.72,202009,2,8000,0,3,2003,정간내로19번길 24
경기도 가평군 조종면 현리,248-27,0248,0027,조종리버빌2차,전세,51.6,202009,29,12700,0,3,2018,조종내길 105
경기도 가평군 조종면 현리,249-8,0249,0008,조종리버빌3차,전세,84.71,202009,12,23000,0,5,2020,조종내길 107
경기도 가평군 조종면 현리,249-8,0249,0008,조종리버빌3차,전세,84.71,202009,28,20000,0,2,2020,조종내길 107
경기도 가평군 조종면 현리,235-8,0235,0008,현리주택,전세,51.39,202009,25,9500,0,3,2014, 94-12
경기도 가평군 청평면 대성리,591-2,0591,0002,DS HOUSE C동,전세,50.66,202009,9,13000,0,1,2017,은행나무길 8-22
경기도 가평군 청평면 청평리,347-8,0347,0008,(347-8),전세,60.92,202009,13,6500,0,3,1984,은고개로11번길 42
경기도 가평군 청평면 청평리,79-51,0079,0051,임성하이츠빌라,전세,98.31,202009,3,6000,0,2,1992,여울길 62
경기도 가평군 청평면 청평리,308-1,0308,0001,청평빌라 나동,전세,42.64,202009,1,4600,0,3,1990,톳골길 12
경기도 가평군 청평면 청평리,430-7,0430,0007,혜린빌딩,전세,33.73,202009,8,5000,0,5,2013,청평중앙로26번길 5-1
경기도 고양덕양구 고양동,234-1,0234,0001,(234-1),월세,17.28,202009,22,500,40,2,2013,혜음로 29-9
경기도 고양덕양구 고양동,1132-1,1132,0001,그린파크101동102동,전세,62.72,202009,14,25300,0,5,2017,푸른마을로 33-7
경기도 고양덕양구 고양동,255-10,0255,0010,금강하이츠힐(255-10),월세,29.2,202009,2,500,35,2,2001,읍내로 54
경기도 고양덕양구 고양동,319-11,0319,0011,나성그린타운(319-11),전세,55.67,202009,9,6500,0,3,1994,읍내로 83-34
경기도 고양덕양구 고양동,1073,1073,0000,보라빌라,전세,67.68,202009,28,5500,0,1,1986,보광로 21
경기도 고양덕양구 고양동,1072,1072,0000,보라빌라(338-0),월세,68.52,202009,23,1000,40,3,1986,보광로 13
경기도 고양덕양구 고양동,236-32,0236,0032,세종명가,전세,44.8,202009,2,12000,0,5,2014,읍내로 62-6
경기도 고양덕양구 고양동,860,0860,0000,세중 더 클래스 2,전세,44.55,202009,9,10000,0,4,2012,혜음로 174-6
경기도 고양덕양구 고양동,387-6,0387,0006,중앙가든빌라(387-6),전세,28.08,202009,9,3100,0,3,1991,동헌로 408-9
경기도 고양덕양구 고양동,1040,1040,0000,청림빌라8동(425-1),전세,36.48,202009,1,1000,0,1,1994,보광로 24-10
경기도 고양덕양구 고양동,414-13,0414,0013,평산하이츠빌라(414-13),전세,40.24,202009,19,4000,0,4,1991,동헌로 398-37
경기도 고양덕양구 고양동,872,0872,0000,한화그린빌B,월세,31.24,202009,18,300,20,1,2002,보광로12번길 51
경기도 고양덕양구 관산동,541-10,0541,0010,(간촌빌리지),월세,36.57,202009,8,500,30,2,1992,동헌로3번길 27-6
경기도 고양덕양구 관산동,207-16,0207,0016,(삼성빌라 18동,월세,36.375,202009,17,300,10,2,1991,통일로781번길 48-5
경기도 고양덕양구 관산동,646-16,0646,0016,다울숲102동,전세,56.9048,202009,25,17500,0,2,2018,고골길83번길 23-14
경기도 고양덕양구 관산동,646-16,0646,0016,다울숲102동,전세,56.9048,202009,25,17500,0,2,2018,고골길83번길 23-14
경기도 고양덕양구 관산동,117,0117,0000,대륙편안한세상,월세,48.03,202009,17,2000,45,3,2016,통일로742번길 43-7
경기도 고양덕양구 관산동,641-3,0641,0003,대륙편안한세상B동,전세,50.9,202009,7,16700,0,1,2017,고골길 117-19
경기도 고양덕양구 관산동,181-3,0181,0003,동호주택 1동,전세,36.48,202009,17,5500,0,3,1991,통일로768번길 24-7
경기도 고양덕양구 관산동,163-6,0163,0006,미래주택 F동,월세,37.2,202009,19,500,32,1,1989,통일로742번길 18-1
경기도 고양덕양구 관산동,207-2,0207,0002,삼성빌라 11동,전세,33.16,202009,2,4500,0,2,1991,통일로781번길 42-16
경기도 고양덕양구 관산동,643,0643,0000,제니스빌,월세,59.94,202009,6,500,45,-1,2012,고골길83번길 21-6
경기도 고양덕양구 관산동,541-8,0541,0008,화강빌라나동,전세,37.17,202009,8,3500,0,3,1991,동헌로3번길 25-1
경기도 고양덕양구 관산동,660-20,0660,0020,힐하우스(660-20),전세,36.88,202009,18,12000,0,4,2013,고골길 51-25
경기도 고양덕양구 내유동,655-47,0655,0047,(655-47),전세,44.64,202009,10,10500,0,3,2012,유산길37번길 16-9
경기도 고양덕양구 내유동,275-41,0275,0041,M타운(12동13동),전세,47.33,202009,28,12000,0,4,2012,내유길 38-34
경기도 고양덕양구 내유동,431-43,0431,0043,골드맨션(11동),전세,60.47,202009,15,13000,0,2,2010,통일로1154번길 24-38
경기도 고양덕양구 내유동,298-10,0298,0010,내유펜타곤5동,전세,52.56,202009,18,13000,0,1,2016,통일로1102번길 24
경기도 고양덕양구 내유동,438,0438,0000,렉슬빌라(산438-0),전세,59.43,202009,24,11500,0,1,2008,내유길 26-8
경기도 고양덕양구 내유동,705-2,0705,0002,메이플101 102동,전세,51.87,202009,7,15000,0,1,2018,명봉산로6번길 124
경기도 고양덕양구 내유동,399-4,0399,0004,명품그린타운(110동),월세,55.54,202009,11,9000,20,3,2013,통일로 1161-26
경기도 고양덕양구 내유동,277-7,0277,0007,삼성쉐르빌 5차,월세,53.55,202009,26,2000,50,1,2012,내유길 38-23
경기도 고양덕양구 내유동,646-33,0646,0033,신성아트빌라(646-33),전세,40.32,202009,7,6500,0,4,1999,유산길 20-14
경기도 고양덕양구 내유동,752-20,0752,0020,우리빌리지204동205동,월세,59.05,202009,2,2000,50,4,2017,유산길 89
경기도 고양덕양구 내유동,676-66,0676,0066,킹스빌타운2차(676-66),전세,39.96,202009,23,8500,0,4,2001,통일로 1276-22
경기도 고양덕양구 내유동,472,0472,0000,하이파크빌,월세,42.7,202009,14,200,20,3,2020,통일로1214번길 6-51
경기도 고양덕양구 내유동,231-41,0231,0041,현대탑(231-41)106동,전세,55.44,202009,15,14000,0,4,2014,통일로1170번길 105-104
경기도 고양덕양구 내유동,702-39,0702,0039,휴그린220동,전세,52.65,202009,4,19500,0,1,2019,명봉산로6번길 20-100
경기도 고양덕양구 내유동,278-7,0278,0007,휴테라스101동,월세,52.13,202009,7,1000,60,4,2018,내유길 38-49
경기도 고양덕양구 동산동,343,0343,0000,동산마을화성파크드림PATIO,전세,59.9978,202009,16,31000,0,2,2016,동산1로 50
경기도 고양덕양구 동산동,53-79,0053,0079,동우아이파크101동,전세,51.68,202009,6,23000,0,3,2020,고양대로2002번길 114
경기도 고양덕양구 벽제동,512-63,0512,0063,늘푸른마을 103동,전세,58.44,202009,9,9500,0,4,2009,보광로 76
경기도 고양덕양구 벽제동,512-39,0512,0039,상곡마을105동,전세,39.66,202009,4,6500,0,4,2006,보광로 78-29
경기도 고양덕양구 벽제동,335-4,0335,0004,오엔씨블루힐4,전세,34.26,202009,5,5000,0,4,2002,혜음로 207-36
경기도 고양덕양구 벽제동,335-9,0335,0009,오엔씨블루힐6,월세,33.03,202009,8,1000,35,2,2002,혜음로 207-37
경기도 고양덕양구 삼송동,58-1,0058,0001,더레장스,전세,45.26,202009,23,16000,0,2,2014,삼송로205번길 49-25
경기도 고양덕양구 삼송동,143-34,0143,0034,세솔주택(105동),전세,73.14,202009,28,14000,0,2,2008,삼송로136번길 24-28
경기도 고양덕양구 성사동,496-21,0496,0021,미덕빌라가동(496-21),전세,42.96,202009,28,8500,0,4,1992,호국로834번길 39
경기도 고양덕양구 성사동,702-31,0702,0031,장미빌라(702-31),전세,35.47,202009,10,7000,0,-1,1988,고양대로1369번길 28-12
경기도 고양덕양구 성사동,488-40,0488,0040,종건그린빌라(488-40),전세,43.02,202009,5,10000,0,3,1986,고양대로1407번길 69
경기도 고양덕양구 성사동,488-40,0488,0040,종건그린빌라(488-40),월세,47.88,202009,8,500,17,1,1986,고양대로1407번길 69
경기도 고양덕양구 성사동,490,0490,0000,형제빌라(490),전세,22.79,202009,2,5790,0,2,2003,고양대로1395번길 67
경기도 고양덕양구 신원동,256-6,0256,0006,벧엘타운2차B동,전세,47.31,202009,19,26000,0,3,2018,호국로1284번길 108
경기도 고양덕양구 용두동,386-11,0386,0011,서인빌리지 108동,전세,46.8,202009,15,23000,0,4,2020,용두로 7-16
경기도 고양덕양구 주교동,556-11,0556,0011,개나리빌라(556-11)2동,전세,34.8,202009,6,4000,0,3,1989,원당로135번길 25
경기도 고양덕양구 주교동,577-6,0577,0006,궁전다세대(577-6),월세,24.225,202009,24,300,30,1,1988,마상로113번길 10
경기도 고양덕양구 주교동,551-8,0551,0008,대원다세대(551-8)마동,전세,36.03,202009,14,5000,0,2,1990,원당로135번길 76-1
경기도 고양덕양구 주교동,591-5,0591,0005,미도3차(591-5),전세,55.29,202009,15,10000,0,4,1985,원당로59번길 74
경기도 고양덕양구 주교동,582-1,0582,0001,삼성다세대(582-1),전세,35.82,202009,19,5000,0,2,1989,마상로108번길 18-3
경기도 고양덕양구 주교동,560-1,0560,0001,삼일(560-1),전세,47.79,202009,22,8500,0,2,1985,원당로125번길 68
경기도 고양덕양구 주교동,590-7,0590,0007,영동빌라(590-7),월세,34.8,202009,3,500,30,3,1990,원당로59번길 50-7
경기도 고양덕양구 주교동,564-15,0564,0015,옥산빌라(564-15)나동,월세,36.12,202009,22,500,30,1,1989,원당로113번길 60-14
경기도 고양덕양구 주교동,378-13,0378,0013,우드사이드힐1동,전세,77.49,202009,29,32000,0,3,2019,마상로57번길 87-11
경기도 고양덕양구 주교동,378-13,0378,0013,우드사이드힐1동,전세,77.49,202009,29,32000,0,3,2019,마상로57번길 87-11
경기도 고양덕양구 주교동,378-11,0378,0011,우드사이드힐2동,전세,79.37,202009,5,28500,0,2,2019,마상로57번길 87-13
경기도 고양덕양구 주교동,587-6,0587,0006,청실빌라(587-6),월세,36.54,202009,1,1000,35,3,1989,마상로102번길 55
경기도 고양덕양구 주교동,592,0592,0000,초원다세대,전세,48.5,202009,2,7000,0,2,1985,고양대로1315번길 94
경기도 고양덕양구 주교동,556-7,0556,0007,트윈빌(556-7),전세,17.16,202009,15,3000,0,1,2000,마상로107번길 76
경기도 고양덕양구 주교동,621-15,0621,0015,파크뷰(621-15),월세,31.5,202009,21,500,40,3,2001,마상로140번길 3
경기도 고양덕양구 주교동,309-11,0309,0011,현대그린빌라(309-11)8동,전세,36.46,202009,9,5500,0,2,1991,마상로63번길 14-13
경기도 고양덕양구 주교동,309-12,0309,0012,현대그린빌라(309-12)9동,전세,36.57,202009,16,4500,0,3,1991,마상로63번길 14-2
경기도 고양덕양구 토당동,863-6,0863,0006,그린아트빌A,전세,29.52,202009,15,5000,0,3,2000,지도로13번길 20-18
경기도 고양덕양구 토당동,53-45,0053,0045,능곡그린빌라,전세,75.6,202009,7,12500,0,4,1998,지도로79번길 40-11
경기도 고양덕양구 토당동,434-3,0434,0003,대당주택,전세,57.29,202009,11,9900,0,2,1981,토당로32번길 6
경기도 고양덕양구 토당동,880-2,0880,0002,대성빌라(880-2),전세,36.44,202009,4,8000,0,2,1990,행당로33번길 25-13
경기도 고양덕양구 토당동,406-42,0406,0042,대정빌라(406-42),전세,31.41,202009,26,6000,0,3,1989,행당로 28-6
경기도 고양덕양구 토당동,82-5,0082,0005,두성빌라,전세,49.65,202009,11,9000,0,4,1991,토당로162번길 52
경기도 고양덕양구 토당동,876-4,0876,0004,두성주택(876-4),전세,41.3,202009,17,9000,0,2,1991,지도로42번길 14
경기도 고양덕양구 토당동,833-3,0833,0003,미림빌라A,전세,36.36,202009,11,7500,0,1,1989,토당로168번길 7-10
경기도 고양덕양구 토당동,36-23,0036,0023,오복타운103동,전세,57.58,202009,4,12500,0,5,2004,지도로 83
경기도 고양덕양구 토당동,26,0026,0000,자성빌라(26-0),전세,37.44,202009,14,8000,0,1,1986,지도로124번길 14-27
경기도 고양덕양구 토당동,882-2,0882,0002,태화,월세,46.11,202009,16,2000,42,1,1990,행당로 6
경기도 고양덕양구 토당동,882-1,0882,0001,태화빌라(882-1),전세,47.43,202009,15,11000,0,4,1991,행당로 4
경기도 고양덕양구 토당동,37-14,0037,0014,현대(37-14),전세,49.69,202009,8,6500,0,3,1984,능곡로45번길 46
경기도 고양덕양구 토당동,37-14,0037,0014,현대(37-14),월세,58,202009,11,1000,40,1,1984,능곡로45번길 46
경기도 고양덕양구 토당동,24,0024,0000,호일맨션,전세,37.44,202009,24,9000,0,1,1986,지도로124번길 14-15
경기도 고양덕양구 토당동,853-8,0853,0008,휠탑빌라드,전세,26.82,202009,5,6000,0,5,2002,지도로 82
경기도 고양덕양구 토당동,853-8,0853,0008,휠탑빌라드,월세,26.82,202009,21,500,38,4,2002,지도로 82
경기도 고양덕양구 행신동,173-1,0173,0001,삼진(173-1),월세,59.83,202009,5,1000,50,2,1982,행신로 281
경기도 고양덕양구 행신동,1103,1103,0000,서정마을휴먼시아8단지,전세,84.81,202009,16,45000,0,3,2009,서정로 4
경기도 고양덕양구 행신동,284-2,0284,0002,우성빌라(284-2),전세,36.48,202009,16,6500,0,2,1991,행신로359번길 25-2
경기도 고양덕양구 행신동,644-120,0644,0120,정원,월세,12.3,202009,5,500,40,5,2013,충장로103번길 150
경기도 고양덕양구 행신동,641-26,0641,0026,한미가든빌라(641-26),전세,36.18,202009,16,8100,0,2,1990,충장로103번길 166-11
경기도 고양덕양구 행신동,641-26,0641,0026,한미가든빌라(641-26),전세,36.18,202009,16,9000,0,2,1990,충장로103번길 166-11
경기도 고양덕양구 현천동,168-9,0168,0009,미소빌3동,전세,54.85,202009,28,12000,0,2,2009,대덕로86번길 48
경기도 고양일산동구 마두동,867,0867,0000,정발마을4,전세,84.88,202009,28,25000,0,4,1996,산두로 26
경기도 고양일산동구 문봉동,232-15,0232,0015,아이파크빌,전세,41.035,202009,5,10000,0,3,2015,문봉길 40-1
경기도 고양일산동구 백석동,1191,1191,0000,흰돌마을(1191),전세,134.98,202009,24,41000,0,2,1996,강송로125번길 16
경기도 고양일산동구 백석동,1193,1193,0000,흰돌마을(라이프),전세,59.93,202009,5,20000,0,1,1994,강송로125번길 52
경기도 고양일산동구 사리현동,211-6,0211,0006,스타인하임(85-9),전세,50.61,202009,26,9800,0,3,2016,성현로513번길 85-9
경기도 고양일산동구 설문동,351-14,0351,0014,폴라리스(106동),월세,55.38,202009,8,2000,45,4,2014,공릉천로493번길 4-31
경기도 고양일산동구 성석동,1007-26,1007,0026,(1007-26),전세,57.428,202009,14,12500,0,1,2017,고봉로658번길 151
경기도 고양일산동구 성석동,195-37,0195,0037,2단지 브라운힐스,월세,62.0774,202009,14,3000,90,4,2019,동국로197번길 113-2
경기도 고양일산동구 성석동,195-5,0195,0005,3단지 브라운힐스,전세,77.1664,202009,3,3000,0,3,2019,동국로197번길 113-1
경기도 고양일산동구 성석동,195-5,0195,0005,3단지 브라운힐스,전세,76.9264,202009,3,3000,0,4,2019,동국로197번길 113-1
경기도 고양일산동구 성석동,195-5,0195,0005,3단지 브라운힐스,월세,66.5248,202009,4,1000,70,3,2019,동국로197번길 113-1
경기도 고양일산동구 성석동,195-5,0195,0005,3단지 브라운힐스,전세,78.7264,202009,9,2500,0,2,2019,동국로197번길 113-1
경기도 고양일산동구 성석동,1082-66,1082,0066,갤러리하우스(101동102동),전세,50.43,202009,25,12000,0,3,2013,고봉로658번길 55
경기도 고양일산동구 성석동,1074-8,1074,0008,거영블루힐(107동),전세,44.565,202009,26,13000,0,2,2013,고봉로678번길 18-41
경기도 고양일산동구 성석동,1224,1224,0000,건영리츠빌(81-3),전세,66.15,202009,25,12000,0,2,2008,고봉로620번길 81-3
경기도 고양일산동구 성석동,1227-214,1227,0214,아젤리아2차,월세,57.17,202009,16,2000,50,4,2016,고봉로620번길 52-40
경기도 고양일산동구 성석동,1227-189,1227,0189,아젤리아3차,월세,57.17,202009,7,1500,50,2,2016,고봉로620번길 52-36
경기도 고양일산동구 성석동,1082-65,1082,0065,지오빌(102동103동),전세,59.61,202009,23,12000,0,3,2010,고봉로658번길 51
경기도 고양일산동구 성석동,1147-6,1147,0006,청우하이츠빌(107동),전세,42.26,202009,29,12900,0,3,2016,감내길 105-45
경기도 고양일산동구 성석동,1368-5,1368,0005,태광빌리지A,월세,55.96,202009,16,1000,65,2,2016,감내길 30
경기도 고양일산동구 성석동,170-2,0170,0002,한울하임,전세,50.73,202009,8,26500,0,2,2018,동국로223번길 27-4
경기도 고양일산동구 성석동,170-2,0170,0002,한울하임,전세,69.35,202009,19,23500,0,2,2018,동국로223번길 27-4
경기도 고양일산동구 성석동,171-26,0171,0026,한울하임,월세,53.43,202009,21,4200,30,2,2018,동국로223번길 27-2
경기도 고양일산동구 성석동,171-1,0171,0001,한울하임,월세,49.51,202009,28,4200,30,4,2019,동국로223번길 27-1
경기도 고양일산동구 성석동,170-1,0170,0001,한울하임112동113동,월세,58.12,202009,28,4200,30,4,2018,동국로223번길 37
경기도 고양일산동구 성석동,174-20,0174,0020,한울하임121동122동,전세,78.2,202009,14,14600,0,-1,2018,동국로223번길 61-7
경기도 고양일산동구 성석동,174-32,0174,0032,한울하임125동126동,월세,49.22,202009,22,4200,30,4,2018,동국로223번길 61-3
경기도 고양일산동구 성석동,1266-3,1266,0003,현대하이츠(102동103동,전세,52.94,202009,1,16500,0,2,2015,고봉로578번길 93-25
경기도 고양일산동구 성석동,1005-74,1005,0074,화이트캐슬(120-10),월세,59.53,202009,11,3000,45,3,2015,고봉로658번길 120-10
경기도 고양일산동구 성석동,1457-54,1457,0054,힐하우스102동,전세,58.275,202009,5,5000,0,1,2017,고봉로531번길 69
경기도 고양일산동구 식사동,769-8,0769,0008,2단지,월세,67.98,202009,5,2000,80,1,2017,동국로 109-73
경기도 고양일산동구 식사동,494-15,0494,0015,마마메종303동,전세,59.72,202009,18,22000,0,1,2017,식사로36번길 49-14
경기도 고양일산동구 식사동,670-78,0670,0078,몽펠리에,전세,65.75,202009,9,30500,0,1,2018,위시티로 71-53
경기도 고양일산동구 식사동,670-72,0670,0072,몽펠리에,전세,53.95,202009,15,26000,0,1,2018,위시티로 71-76
경기도 고양일산동구 식사동,716-46,0716,0046,미래타운1동2동,전세,55.73,202009,3,23000,0,3,2017,동국로 180
경기도 고양일산동구 식사동,832-15,0832,0015,삼성캐슬(101동102동),전세,56.72,202009,29,22500,0,2,2016,무궁화로 373-1
경기도 고양일산동구 식사동,832-15,0832,0015,삼성캐슬(101동102동),전세,56.72,202009,29,22500,0,2,2016,무궁화로 373-1
경기도 고양일산동구 식사동,729-2,0729,0002,어반트리A,전세,53.11,202009,7,29500,0,4,2017,동국로 137-58
경기도 고양일산동구 식사동,740-4,0740,0004,엘타운,전세,54.83,202009,14,25000,0,4,2018,동국로 127
경기도 고양일산동구 정발산동,1111,1111,0000,밤가시마을4,전세,59.88,202009,28,22500,0,1,1996,산두로 248
경기도 고양일산동구 정발산동,1269,1269,0000,밤가시마을8,월세,59.93,202009,1,1000,80,3,1996,산두로 156
경기도 고양일산동구 정발산동,1269,1269,0000,밤가시마을8,전세,59.95,202009,10,25000,0,2,1996,산두로 156
경기도 고양일산동구 정발산동,1269,1269,0000,밤가시마을8,전세,84.82,202009,11,26000,0,3,1996,산두로 156
경기도 고양일산동구 정발산동,1354,1354,0000,밤가시마을9,전세,165.61,202009,26,42000,0,3,1996,산두로 128
경기도 고양일산동구 정발산동,786,0786,0000,양지마을1,전세,167.32,202009,15,41000,0,3,1996,무궁화로76번길 12
경기도 고양일산동구 정발산동,720,0720,0000,양지마을2,전세,101.73,202009,4,43000,0,1,1996,무궁화로75번길 15
경기도 고양일산동구 정발산동,721,0721,0000,양지마을3,전세,59.88,202009,5,12000,0,4,1996,무궁화로75번길 45
경기도 고양일산동구 중산동,76-16,0076,0016,더 어반,전세,44.81,202009,16,22500,0,3,2018,고양대로 843-13
