"sigungu","bungi","bonbun","bubun","buildingName","area","daejiarea","dealyearmonth","dealDay","dealAmount","floor","buildYear","roadname"
"경기도 화성시 남양읍 남양리","2421","2421","0000","헤르만하우스 남양","66.9737","136.73","202009","18","23,213","1","2020","화성로1081번길 23"
"경기도 화성시 남양읍 남양리","2421","2421","0000","헤르만하우스 남양","84.2662","172.03","202009","24","28,284","2","2020","화성로1081번길 23"
"경기도 화성시 남양읍 신남리","1207-1","1207","0001","신남에코빌(해비타트)","36.36","57.1","202009","9","4,700","1","2010","신남로 353-13"
"경기도 화성시 남양읍 신남리","36-6","0036","0006","행복마을파크뷰(A,B동)","75.64","99.56","202009","8","15,000","2","2013","시청로102번길 75"
"경기도 화성시 마도면 석교리","242-7","0242","0007","뉴월드맨션","79.32","75.53","202009","22","10,000","4","1996","석교로157번길 6-1"
"경기도 화성시 매송면 어천리","330-16","0330","0016","효도빌라 E동","43.08","28.5","202009","23","7,000","1","1991","매송로37번길 17-11"
"경기도 화성시 매송면 원평리","77-12","0077","0012","장미빌라 101동, 102동","49.98","36.99","202009","24","5,850","4","1992","화성로2397번길 15"
"경기도 화성시 매송면 천천리","197-16","0197","0016","삼미타운6,7동","55.08","26.38","202009","25","7,200","4","1993","매송고색로375번길 12-10"
"경기도 화성시 매송면 천천리","345-8","0345","0008","우정1차 A동","32.79","20.14","202009","3","4,500","3","1990","화성로2525번길 34"
"경기도 화성시 반송동","74","0074","0000","우림필유타운하우스","84.9323","105.6","202009","11","39,500","2","2008","동탄공원로1길 6-60"
"경기도 화성시 반송동","177-6","0177","0006","해든타운하우스21동","109.11","138.19","202009","12","48,576","1","2013","금반1길 23-13"
"경기도 화성시 병점동","756-251","0756","0251","(756-251)","34.875","30.6","202009","5","14,800","3","2018","태안로 113-6"
"경기도 화성시 병점동","756-251","0756","0251","(756-251)","34.875","30.6","202009","25","15,000","4","2018","태안로 113-6"
"경기도 화성시 병점동","756-107","0756","0107","병점시티","37.45","27.5","202009","1","15,400","3","2018","태안로 113-8"
"경기도 화성시 병점동","756-107","0756","0107","병점시티","35.245","25.88","202009","4","15,000","5","2018","태안로 113-8"
"경기도 화성시 병점동","756-107","0756","0107","병점시티","34.875","25.61","202009","4","14,700","2","2018","태안로 113-8"
"경기도 화성시 병점동","756-107","0756","0107","병점시티","34.875","25.61","202009","24","15,000","5","2018","태안로 113-8"
"경기도 화성시 병점동","756-107","0756","0107","병점시티","34.875","25.61","202009","24","14,500","4","2018","태안로 113-8"
"경기도 화성시 병점동","756-107","0756","0107","병점시티","37.45","27.5","202009","25","15,900","5","2018","태안로 113-8"
"경기도 화성시 봉담읍 동화리","421-9","0421","0009","가나맨션","92.31","50.69","202009","25","9,000","3","1995","동화새터길 5-4"
"경기도 화성시 봉담읍 상리","20-20","0020","0020","삼성그랜드타운102동","59.865","48.6","202009","12","13,400","1","2003","샘마을길 40-23"
"경기도 화성시 봉담읍 상리","11-48","0011","0048","스페이스빌","48.865","39.75","202009","5","13,500","5","2016","샘마을1길 28"
"경기도 화성시 봉담읍 상리","22-35","0022","0035","유성빌라","59.92","55.7","202009","10","11,000","2","1996","샘마을1길 17-9"
"경기도 화성시 봉담읍 수영리","649-49","0649","0049","성우빌라 D동","49.76","27.13","202009","28","6,400","2","1993","진등2길 20-14"
"경기도 화성시 봉담읍 수영리","649-56","0649","0056","원빌라","38.74","27.92","202009","15","7,000","2","1992","진등3길 20-3"
"경기도 화성시 서신면 상안리","859-1","0859","0001","성우빌라","61.61","52.87","202009","13","6,700","1","1996","매화2길 40-7"
"경기도 화성시 송산동","150-33","0150","0033","(150-33)","47.87","25.14","202009","12","6,900","1","2006","화산남로55번길 8-4"
"경기도 화성시 송산동","100-39","0100","0039","우성하이츠빌라","36.48","40.5","202009","25","5,900","3","1996","용주로12번길 20-3"
"경기도 화성시 송산동","150-30","0150","0030","진보빌라(라,마)","59.24","40","202009","1","8,000","2","2010","화산남로55번길 8-5"
"경기도 화성시 송산동","150-30","0150","0030","진보빌라(라,마)","59.24","40","202009","15","8,500","2","2010","화산남로55번길 8-5"
"경기도 화성시 송산동","97-15","0097","0015","화산주택","56.79","56.27","202009","4","9,100","3","1987","효행로 817-8"
"경기도 화성시 송산동","97-15","0097","0015","화산주택","56.79","56.27","202009","24","11,000","3","1987","효행로 817-8"
"경기도 화성시 송산면 사강리","635-4","0635","0004","(635-4)","47.72","38.71","202009","10","15,500","3","2018","송산포도로 102-1"
"경기도 화성시 송산면 사강리","585-1","0585","0001","보승주택","58.95","32.28","202009","3","6,500","4","1992","송산동로15번길 8"
"경기도 화성시 송산면 사강리","569-30","0569","0030","초원빌라","55.97","48.44","202009","28","6,500","1","1992","송산포도로 138-4"
"경기도 화성시 송산면 사강리","590-26","0590","0026","현대월드빌C동","69.01","82.98","202009","13","11,000","2","2003","송산동로 24"
"경기도 화성시 안녕동","180-450","0180","0450","금성그린빌라 나,다동","76.3","124.13","202009","19","12,000","1","1996","세자로406번길 43"
"경기도 화성시 안녕동","115-8","0115","0008","선일빌라 A,B동","64.17","49.94","202009","19","5,000","1","1996","안녕남로142번길 55-1"
"경기도 화성시 영천동","가-","0000","0000","중흥에스클래스더테라스","84.6737","84.67","202009","10","71,000","4","2019","동탄대로24길 74"
"경기도 화성시 오산동","가-","0000","0000","동탄2 남해오네뜨 더 테라스","84.8462","121.61","202009","3","75,000","4","2018","동부대로 952"
"경기도 화성시 오산동","가-","0000","0000","동탄2 남해오네뜨 더 테라스","84.8462","121.61","202009","11","84,000","4","2018","동부대로 952"
"경기도 화성시 오산동","가-","0000","0000","동탄2 남해오네뜨 더 테라스","84.8687","121.64","202009","19","70,800","1","2018","동부대로 952"
"경기도 화성시 우정읍 멱우리","403-12","0403","0012","성우파크빌A동","64.35","70.33","202009","14","3,900","2","2001","수정고개길 148-11"
"경기도 화성시 우정읍 조암리","365-19","0365","0019","동명주택나동","47.3","23.3","202009","2","5,650","1","1991","조암서로13번길 11"
"경기도 화성시 우정읍 조암리","194-2","0194","0002","미성빌라A","51.33","30.59","202009","16","6,050","4","1992","장안로 20-4"
"경기도 화성시 우정읍 조암리","365-23","0365","0023","우정타운다동","57.72","30.19","202009","22","5,500","4","1992","조암서로29번길 16"
"경기도 화성시 우정읍 조암리","192-3","0192","0003","조암화이트빌","61.29","55.07","202009","14","14,100","2","2017","조암북로57번길 11-6"
"경기도 화성시 우정읍 호곡리","15-11","0015","0011","(15-11)","32.04","32.03","202009","25","8,900","3","2019","문화마을2길 27-7"
"경기도 화성시 진안동","524-7","0524","0007","병점국민주택","59.76","56.79","202009","1","11,000","2","1986","병점로 23-4"
"경기도 화성시 팔탄면 구장리","811-7","0811","0007","명성로즈빌D동","20.94","20.78","202009","3","4,900","4","2012","마당바위로 95-11"
"경기도 화성시 향남읍 상신리","846-3","0846","0003","우진빌라","34.48","47.92","202009","18","6,000","2","2003","상신초교길 41"
"경기도 화성시 향남읍 장짐리","134-1","0134","0001","설악빌라(1,2동)","39.94","27.3","202009","2","2,720","1","1994","서낭목길 76-8"
"경상남도 거제시 고현동","826-5","0826","0005","연합빌라(가,나)","81.6","61.42","202009","27","9,500","4","1996","고현로 73-8"
"경상남도 거제시 둔덕면 하둔리","362","0362","0000","레바다빌","58.97","92.1","202009","2","11,000","4","2016","하둔길 19"
"경상남도 거제시 둔덕면 하둔리","362","0362","0000","레바다빌","58.97","92.1","202009","2","11,500","3","2016","하둔길 19"
"경상남도 거제시 둔덕면 하둔리","362","0362","0000","레바다빌","49.92","77.97","202009","2","6,000","1","2016","하둔길 19"
"경상남도 거제시 둔덕면 하둔리","362","0362","0000","레바다빌","58.97","92.1","202009","2","10,500","2","2016","하둔길 19"
"경상남도 거제시 둔덕면 하둔리","362","0362","0000","레바다빌","56.87","88.81","202009","2","11,500","3","2016","하둔길 19"
"경상남도 거제시 둔덕면 하둔리","362","0362","0000","레바다빌","56.87","88.81","202009","2","10,500","2","2016","하둔길 19"
"경상남도 거제시 사등면 성포리","207-12","0207","0012","유원빌리지2","65.7","49.63","202009","22","28,000","1","2013","거제대로 5697-10"
"경상남도 거제시 상동동","1076","1076","0000","상동파크아델하임","73.1702","102.71","202009","1","20,000","1","2017","고현천로 225"
"경상남도 거제시 상동동","481-14","0481","0014","우정빌라트","82.0988","47.42","202009","16","7,000","4","2003","계룡로 36"
"경상남도 거제시 옥포동","541-18","0541","0018","한려주택","50.22","52.63","202009","8","3,150","3","1985","옥포로12길 21"
"경상남도 거제시 옥포동","545-33","0545","0033","현대","48.555","42.22","202009","16","2,000","1","1984","옥포로11길 9"
"경상남도 거창군 가조면 수월리","491-6","0491","0006","트윈빌","60.21","53.47","202009","21","11,000","3","2018","월포2길 31"
"경상남도 거창군 거창읍 대동리","141-1","0141","0001","삼성하이츠빌A동","78.27","94.76","202009","14","8,450","2","2002","거열로 234-14"
"경상남도 거창군 거창읍 대동리","684-2","0684","0002","쌍용","76.38","67.71","202009","1","7,500","1","1984","거열로1길 17"
"경상남도 거창군 거창읍 대평리","565-1","0565","0001","상아빌라A동","66.45","40","202009","9","5,000","2","1991","강남로 254-17"
"경상남도 거창군 거창읍 대평리","565-1","0565","0001","상아빌라A동","72.21","44","202009","23","5,800","1","1991","강남로 254-17"
"경상남도 거창군 거창읍 상림리","13-20","0013","0020","무궁화","48.27","58.5","202009","28","6,400","2","1986","거열로4길 14"
"경상남도 거창군 거창읍 상림리","13-18","0013","0018","상동나동","50.93","36.87","202009","10","6,650","3","1982","죽전길 24-17"
"경상남도 거창군 거창읍 상림리","540","0540","0000","상림빌라C동","93.99","66.82","202009","4","7,500","5","1996","강변로 19"
"경상남도 거창군 거창읍 중앙리","313-2","0313","0002","궁전그린빌","75.09","57.13","202009","9","8,900","4","2003","하동1길 14-10"
"경상남도 고성군 고성읍 송학리","450-16","0450","0016","경남","49.44","61.13","202009","4","3,540","1","1985","송학고분로312번길 11-3"
"경상남도 김해시 내동","181-9","0181","0009","상미골드빌라","52.27","30.67","202009","10","6,600","1","1991","평전로107번길 8-9"
"경상남도 김해시 내동","143-10","0143","0010","신광빌라","40.16","27.79","202009","21","4,800","3","1991","분성로3번길 194-1"
"경상남도 김해시 동상동","318-2","0318","0002","미성아트빌","75.59","38.41","202009","5","8,500","3","2000","가락로124번길 24"
"경상남도 김해시 봉황동","421","0421","0000","상아하이츠빌라","80.795","80.08","202009","5","10,800","2","1997","분성로261번길 34-1"
"경상남도 김해시 부원동","118-7","0118","0007","더뷰6","43.32","21.92","202009","21","17,500","4","2017","분성로390번길 52"
"경상남도 김해시 부원동","30-1","0030","0001","성진빌라","76.59","55.25","202009","28","10,300","2","1999","분성로376번길 15"
"경상남도 김해시 삼방동","575-1","0575","0001","덕명아트빌라(575-1)","58.05","27.67","202009","9","6,900","4","1995","인제로244번길 5-22"
"경상남도 김해시 삼방동","24-18","0024","0018","아성파크빌라","67.46","39.13","202009","26","6,900","1","1996","삼안로132번길 9-24"
"경상남도 김해시 삼방동","23-1","0023","0001","해동그린빌라(나)","75.79","45.64","202009","23","7,000","5","1996","삼안로132번길 14"
"경상남도 김해시 삼정동","655-8","0655","0008","럭키그린빌라","76.2","58.04","202009","12","11,000","3","2002","김해대로2511번길 20"
"경상남도 김해시 서상동","27-5","0027","0005","김해맨션","86.55","65","202009","17","7,000","4","1979","가락로 99-1"
"경상남도 김해시 어방동","1101-7","1101","0007","리첸빌리지A동","33.93","25.97","202009","13","10,100","3","2016","분성로512번길 8"
"경상남도 김해시 어방동","503-16","0503","0016","세기빌라2동","75.61","56.8","202009","26","8,000","2","1995","활천로 170-1"
"경상남도 김해시 어방동","902-1","0902","0001","청안빌라B동","72.63","37.26","202009","22","7,800","3","1997","분성로499번길 14-20"
"경상남도 김해시 어방동","502-2","0502","0002","태성빌라","75.13","56","202009","5","8,000","3","2001","활천로208번길 28"
"경상남도 김해시 어방동","719-11","0719","0011","현대로얄빌라B동","59.84","41.25","202009","21","6,000","4","1993","활천로 146"
"경상남도 김해시 외동","241-4","0241","0004","루마인하우스(241-4)","38.79","30.77","202009","16","12,550","3","2018","분성로172번길 10"
"경상남도 김해시 지내동","316-4","0316","0004","삼동빌라4차","73.65","43.76","202009","1","8,500","2","1997","삼안로24번길 22"
"경상남도 김해시 진영읍 신용리","256-16","0256","0016","혜성하이츠빌라(1동)","75.52","48.38","202009","8","3,400","4","1997","진영로 422"
"경상남도 남해군 남해읍 서변리","270-4","0270","0004","임페리얼빌리지A동","76.365","58.88","202009","4","10,500","2","2002","망운로21번가길 24-11"
"경상남도 밀양시 가곡동","330-5","0330","0005","전원빌라A","76.62","51.5","202009","19","4,800","2","2000","멍에실로2길 13-10"
"경상남도 밀양시 내이동","1516-2","1516","0002","소나무빌라","33.6","24.74","202009","7","3,300","3","2001","시청로3길 16-4"
"경상남도 밀양시 내일동","431-504","0431","0504","우정빌라2차","63.48","32.63","202009","8","8,000","2","2002","북성로7길 28"
"경상남도 밀양시 삼문동","102-1","0102","0001","보경리치빌","83.6023","76.8","202009","21","10,900","4","2011","삼문중앙로4길 22-8"
"경상남도 밀양시 상남면 예림리","958-5","0958","0005","삼우하이츠빌라","84.44","83.25","202009","22","8,850","1","2007","예림중앙1길 32"
"경상남도 밀양시 상남면 예림리","936-9","0936","0009","성원플러스8차A동","75.5275","72","202009","29","5,900","2","2006","밀양대로 1546-4"
"경상남도 밀양시 상남면 예림리","939-29","0939","0029","자연애104동","63.2","96.25","202009","29","15,000","2","2015","양림동촌1길 10-7"
"경상남도 밀양시 하남읍 수산리","738-3","0738","0003","행복한집A동","79.14","64.8","202009","1","7,000","2","2006","내서3길 4"
"경상남도 사천시 동금동","88-4","0088","0004","경남","47.06","38.3","202009","27","3,800","4","1987","동금2길 15"
"경상남도 사천시 벌리동","30-5","0030","0005","동아국민주택","49.47","69.26","202009","9","4,300","1","1988","한내4길 222"
"경상남도 사천시 벌리동","25-22","0025","0022","무궁화맨션","77.01","52.99","202009","27","6,000","3","1992","벌리1길 121"
"경상남도 사천시 벌리동","420-1","0420","0001","삼진","56.89","45.22","202009","9","4,500","1","1981","삼상로 80"
"경상남도 사천시 벌리동","54-12","0054","0012","와룡맨션","48","23.08","202009","10","3,400","2","1980","벌용길 23-7"
"경상남도 사천시 벌리동","31-4","0031","0004","현대국민주택","48.22","54.51","202009","17","2,300","2","1987","벌용길 23-14"
"경상남도 사천시 좌룡동","312","0312","0000","정도빌","77.1861","73.64","202009","15","20,600","4","2017","좌룡2길 94"
"경상남도 사천시 향촌동","994-2","0994","0002","큐브상트레빌","66.518","35.56","202009","17","16,000","3","2016","향촌3길 15-27"
"경상남도 산청군 산청읍 옥산리","210","0210","0000","은암숲속마을2","84.7","74.51","202009","1","13,000","2","2004","웅석봉로 67"
"경상남도 산청군 산청읍 옥산리","210","0210","0000","은암숲속마을2","84.7","74.51","202009","2","14,000","4","2004","웅석봉로 67"
"경상남도 산청군 산청읍 지리","798","0798","0000","산청빌101동","69.63","54.41","202009","12","10,900","5","2012","중앙로 111"
"경상남도 양산시 교동","253-8","0253","0008","덕성주택","49.32","65","202009","14","3,400","3","1984","회현1길 15-3"
"경상남도 양산시 동면 석산리","519-12","0519","0012","드림모아","49.76","28.26","202009","29","8,200","3","2014","금산5길 81"
"경상남도 양산시 명동","1080-10","1080","0010","그랜드팰리스2차","61.3","52.59","202009","3","16,000","5","2017","대운5길 47"
"경상남도 양산시 물금읍 가촌리","708-8","0708","0008","현덕빌라","65.73","39.2","202009","21","8,200","3","1998","가촌서8길 67"
"경상남도 양산시 상북면 석계리","74-1","0074","0001","벽천프라자","143.66","71.54","202009","28","6,500","4","2000","상북중앙로 374"
"경상남도 양산시 하북면 순지리","826-3","0826","0003","동란빌라나동","45.64","23.29","202009","2","4,200","4","2001","통도2길 11-13"
"경상남도 의령군 의령읍 서동리","370","0370","0000","삼영빌라2동","69.69","82.64","202009","28","5,850","1","1991","의병로9길 26-8"
"경상남도 진주시 망경동","86-7","0086","0007","망경국민주택","65.69","67.94","202009","11","8,000","2","1984","망경남길 66"
"경상남도 진주시 상봉동","511-2","0511","0002","(511-2)","61.2","79.05","202009","24","3,500","1","1990","진주성로172번길 25"
"경상남도 진주시 상평동","210-4","0210","0004","삼명주택","67.44","56.41","202009","11","7,000","4","1999","돗골로25번길 17-2"
"경상남도 진주시 일반성면 개암리","790-14","0790","0014","신한수목원타워","59.9674","66.29","202009","25","8,500","5","2012","동부로2060번길 15"
"경상남도 창녕군 남지읍 남지리","767-2","0767","0002","동보","52.8758","38","202009","25","6,300","4","2000","문화길 35-3"
"경상남도 창녕군 남지읍 남지리","765-5","0765","0005","세창빌라","75.69","35.13","202009","6","6,800","3","2001","남포1길 8-3"
"경상남도 창녕군 남지읍 남지리","768-8","0768","0008","종전빌라","72.68","52.67","202009","16","6,500","3","1997","문화길 35-6"
"경상남도 창녕군 영산면 서리","212","0212","0000","대영빌라","75.93","67.77","202009","11","4,100","4","1999","영산장마로 743-7"
"경상남도 창녕군 영산면 서리","262-1","0262","0001","성동누리마을","48.6629","80.41","202009","27","5,800","1","2006","영산장마로 719"
"경상남도 창녕군 창녕읍 교하리","35-7","0035","0007","영오빌라C동","76","56","202009","7","7,850","3","1999","화왕산1로 44-8"
"경상남도 창녕군 창녕읍 술정리","16-12","0016","0012","초이스빌","73.2","33.56","202009","21","13,000","4","2014","당산1길 3"
"경상남도 창원마산합포구 교방동","184-13","0184","0013","성호맨션","71.6","50.57","202009","17","7,000","1","1984","천하장사로 16"
"경상남도 창원마산합포구 완월동","284-7","0284","0007","태화가든타운","130.95","75.98","202009","30","20,000","2","1991","장군천로 8"
"경상남도 창원마산회원구 석전동","175-2","0175","0002","한진맨션","56.96","32.89","202009","9","5,900","2","1997","석전북7길 43"
"경상남도 창원마산회원구 회성동","442-28","0442","0028","삼성주택","48.26","40.3","202009","21","5,800","3","1982","회성남5길 20"
"경상남도 창원마산회원구 회원동","409-3","0409","0003","금광아일린","66.4374","34.63","202009","26","15,800","3","2016","회원동서로 8"
"경상남도 창원마산회원구 회원동","643-7","0643","0007","무학AB","49.98","50.48","202009","21","3,100","1","1981","회원남33길 37"
"경상남도 창원마산회원구 회원동","657-8","0657","0008","신우빌라(3차)","120.87","78.49","202009","1","15,000","2","1997","회원남33길 12"
"경상남도 창원성산구 성주동","143","0143","0000","루이젠하우스","176.52","238.59","202009","22","84,000","4","2008","창원대로1137번길 18"
"경상남도 창원성산구 성주동","169","0169","0000","성주중앙블루아템","84.76","142.91","202009","4","48,800","5","2015","삼정자로72번길 99"
"경상남도 창원성산구 성주동","157","0157","0000","효성해링턴코트","84.88","109.53","202009","16","39,000","1","2013","삼정자로 78"
"경상남도 창원성산구 성주동","157","0157","0000","효성해링턴코트","84.88","109.53","202009","30","38,000","2","2013","삼정자로 78"
"경상남도 창원의창구 대산면 가술리","323-7","0323","0007","한성","48.72","45.1","202009","28","3,000","2","1987","주남로 575-5"
"경상남도 창원의창구 도계동","322-5","0322","0005","리코프라자","84.26","31.29","202009","2","10,800","4","1990","하남천서길 23"
"경상남도 창원의창구 도계동","362-6","0362","0006","성수빌라5차","53.42","33.12","202009","8","8,500","4","1995","하남천동길50번길 15"
"경상남도 창원의창구 도계동","403-8","0403","0008","진한빌라2차","64.59","34.4","202009","17","13,000","3","1991","원이대로69번길 6-10"
"경상남도 창원의창구 동읍 용잠리","233-10","0233","0010","춘광파크맨션(233-10)","49.77","21.37","202009","21","5,000","2","1991","용잠로41번길 17-5"
"경상남도 창원의창구 동읍 용정리","150-6","0150","0006","헬리체자여","77.2853","60.78","202009","11","12,000","5","2018","자여로112번길 21"
"경상남도 창원의창구 북면 화천리","435-1","0435","0001","탑드림빌","109.69","127.45","202009","10","14,000","3","2000","천주로577번길 2"
"경상남도 창원의창구 소계동","719-13","0719","0013","옥산빌라","69.72","33.93","202009","10","8,500","2","1990","소계로128번길 13"
"경상남도 창원의창구 소답동","123-16","0123","0016","성수빌라9차","71.64","41.46","202009","16","11,300","3","1996","의안로56번길 18"
"경상남도 창원의창구 소답동","449-2","0449","0002","성원큐브타운A동","81.133","62.96","202009","22","12,500","3","2015","천주로36번길 48"
"경상남도 창원의창구 소답동","449-2","0449","0002","성원큐브타운A동","81.133","62.96","202009","25","12,500","2","2015","천주로36번길 48"
"경상남도 창원의창구 소답동","115-8","0115","0008","이조5차빌라","74.88","37.28","202009","8","12,700","3","2002","의안로8번길 15"
"경상남도 창원의창구 팔용동","178-5","0178","0005","유진상가빌라","104.22","35.97","202009","18","10,500","5","1997","남산로17번길 11"
"경상남도 창원진해구 경화동","1145-1","1145","0001","경화원룸","28.98","14.74","202009","10","2,000","2","2001","중초로37번길 9"
"경상남도 창원진해구 경화동","843","0843","0000","신우까치빌라","68.4218","58.47","202009","15","8,300","1","1999","조천북로 147"
"경상남도 창원진해구 두동","1235-2","1235","0002","대웅빌라B","71.55","68.75","202009","11","5,000","2","1999","웅동로 199"
"경상남도 창원진해구 석동","660","0660","0000","벚꽃그린빌2단지","59.83","95.77","202009","9","13,800","4","2003","냉천로107번길 14"
"경상남도 창원진해구 석동","659","0659","0000","벚꽃그린빌4단지","74.96","112.41","202009","5","20,500","2","2003","석동로 80"
"경상남도 창원진해구 석동","659","0659","0000","벚꽃그린빌4단지","74.96","112.41","202009","25","20,700","2","2003","석동로 80"
"경상남도 창원진해구 송학동","50-10","0050","0010","중앙상가","80.39","4.96","202009","1","9,500","2","1980","벚꽃로60번길 9-4"
"경상남도 창원진해구 여좌동","122-24","0122","0024","삼원맨션","75.88","52.99","202009","10","7,200","2","1983","여좌남로55번길 14"
"경상남도 창원진해구 여좌동","41-1","0041","0001","은하","56.2","47.9","202009","7","1,600","1","1980","여좌로123번길 15"
"경상남도 창원진해구 이동","346","0346","0000","대진빌라","74.64","41.63","202009","8","6,000","5","2000","충장로407번길 9-7"
"경상남도 창원진해구 자은동","776-3","0776","0003","유성빌라","89.82","55.45","202009","11","6,080","1","1989","진해대로976번길 6-2"
"경상남도 통영시 봉평동","186-8","0186","0008","광우그린맨션","77.8","66.36","202009","9","8,000","2","1989","봉수로 43"
"경상남도 통영시 봉평동","301","0301","0000","광우주택(1동2동)","69.3","59.5","202009","15","6,800","2","1986","봉수로 70-13"
"경상남도 통영시 봉평동","226-3","0226","0003","광우주택(가동)(226-3)","62.31","43.8","202009","15","4,000","3","1985","봉수로 69"
"경상남도 통영시 봉평동","224-7","0224","0007","신성주택","57.48","42.04","202009","8","5,000","2","1984","봉수로 67"
"경상남도 통영시 정량동","1125-7","1125","0007","삼림프린스빌리지","152.28","110.5","202009","8","17,500","1","1992","항북길 12-22"
"경상남도 하동군 진교면 진교리","428-9","0428","0009","한라빌리지","51.6313","41.84","202009","24","8,800","2","2017","상평길 16"
"경상남도 하동군 진교면 진교리","428-9","0428","0009","한라빌리지","52.9813","42.94","202009","24","8,800","3","2017","상평길 16"
"경상남도 하동군 진교면 진교리","428-9","0428","0009","한라빌리지","52.9813","42.94","202009","24","8,800","2","2017","상평길 16"
"경상남도 하동군 하동읍 읍내리","1247","1247","0000","중동빌라","56.53","40.48","202009","9","5,300","2","1997","중서1길 10"
"경상남도 함양군 안의면 당본리","1-8","0001","0008","편한세상 빌라","76.31","55.13","202009","14","9,500","3","2008","읍삼동길 15"
"경상남도 함양군 안의면 이전리","183-3","0183","0003","대림빌라","76.06","56.88","202009","8","5,000","3","1995","광풍로 82-23"
"경상남도 함양군 함양읍 교산리","904","0904","0000","동아씨티뷰","64.9256","79.39","202009","4","14,500","3","2017","봉강길 28-5"
"경상남도 함양군 함양읍 교산리","323-5","0323","0005","해광블루원빌리지","74.07","33.88","202009","17","18,000","1","2017","봉강길 13"
"경상남도 함양군 함양읍 용평리","603-1","0603","0001","아카시아(603-1)","49.9","19.5","202009","1","6,000","2","1989","중앙시장길 14"
"경상남도 함양군 함양읍 운림리","60-5","0060","0005","삼보(60-5)","40.17","30.13","202009","4","5,700","3","1988","학사루길 25"
"경상남도 합천군 대양면 정양리","130-8","0130","0008","정양스카이","36.305","44.94","202009","21","12,500","1","2019","동부로 32-4"
"경상남도 합천군 초계면 초계리","125-21","0125","0021","현승조은빌","71.3456","69.31","202009","11","9,500","4","2003","초계1길 11-12"
"경상남도 합천군 합천읍 합천리","1256","1256","0000","까치빌라","84.36","40.65","202009","4","8,500","4","1996","옥산로 16"
"경상남도 합천군 합천읍 합천리","1265","1265","0000","도담도담채","84.8369","76.49","202009","13","20,200","5","2017","장수로 95"
"경상남도 합천군 합천읍 합천리","1276","1276","0000","한미리버파크","57.9063","57.26","202009","23","15,500","2","2017","인덕로 2531-1"
"경상북도 경산시 계양동","668-9","0668","0009","대삼2","76.38","58.46","202009","19","10,200","1","1996","계양로16길 39"
"경상북도 경산시 계양동","678-12","0678","0012","초원","76.04","65.43","202009","19","8,000","4","1995","계양로 56"
"경상북도 경산시 계양동","692-1","0692","0001","태성하이츠","72.0126","45.38","202009","3","6,000","2","2003","장산로50길 27-12"
"경상북도 경산시 사동","4","0004","0000","청담빌리지","81.577","48.98","202009","7","15,000","4","2014","백양로 98"
"경상북도 경산시 사동","2","0002","0000","청담힐즈","80.6","47.35","202009","26","16,000","5","2016","백양로 100-25"
"경상북도 경산시 사정동","85-3","0085","0003","에스지펠리체","64.305","46.5","202009","23","14,400","4","2015","중앙로2길 16"
"경상북도 경산시 자인면 북사리","62-5","0062","0005","서광3동","48.48","46","202009","7","3,100","3","1989","북사로1길 33-1"
"경상북도 경산시 중방동","105-6","0105","0006","대원아파트","42.48","48.79","202009","6","15,200","1","1997","남매로 235"
"경상북도 경주시 감포읍 감포리","30-2","0030","0002","감포품안애","59.9252","30.83","202009","23","10,000","3","2018","동해안로 2278"
"경상북도 경주시 감포읍 오류리","209-14","0209","0014","경주아이브","81.71","181.01","202009","8","28,000","1","2018","동해안로 2489"
"경상북도 경주시 건천읍 건천리","64-9","0064","0009","태양그린빌라(나)동","75.85","44.38","202009","13","4,700","2","1998","작원5길 12-13"
"경상북도 경주시 건천읍 건천리","221-17","0221","0017","한빛빌라","61.89","61.77","202009","10","11,000","1","2014","작원3길 5-11"
"경상북도 경주시 건천읍 조전리","5-1","0005","0001","화인빌(102동,103동)","65.2551","75.28","202009","28","9,100","5","2013","건천천남길 20-16"
"경상북도 경주시 구정동","98-13","0098","0013","동신캐슬3차 B동","65","38.95","202009","28","16,000","4","2016","천사2길 4"
"경상북도 경주시 노서동","137-10","0137","0010","삼영주택B동","66.57","61.53","202009","21","7,000","1","1983","태종로685번길 31"
"경상북도 경주시 동천동","889-4","0889","0004","(889-4)","140.09","70.4","202009","29","29,700","6","2020","탈해로 56"
"경상북도 경주시 동천동","796-1","0796","0001","건양하이츠빌라","40.92","26.78","202009","19","4,200","2","1997","백률로26번길 23-14"
"경상북도 경주시 동천동","464-3","0464","0003","경동하이츠6차","39.945","27.99","202009","18","4,000","3","2000","백률로82번길 54"
"경상북도 경주시 동천동","586-8","0586","0008","선주B단지(가,나)동","40.92","39.36","202009","3","4,200","4","1990","선주길 8-2"
"경상북도 경주시 동천동","586-98","0586","0098","선주B단지(다,라)동","35.52","36.11","202009","5","4,900","1","1990","선주길 8-1"
"경상북도 경주시 동천동","733-664","0733","0664","세림타워빌","86.67","39.39","202009","23","13,000","3","2003","양정로202번길 18"
"경상북도 경주시 동천동","941-7","0941","0007","세화하이빌","53.015","28.62","202009","16","9,350","4","2003","초당길55번길 17-9"
"경상북도 경주시 성건동","389","0389","0000","보우11동","60.03","57","202009","19","6,800","2","1983","동성로 12"
"경상북도 경주시 성건동","382-3","0382","0003","보우12동","65.15","48.62","202009","28","6,400","2","1981","동성로 12"
"경상북도 경주시 성건동","629-10","0629","0010","북부상가(가,나)동","45.01","31.75","202009","7","4,000","4","1988","금성로396번길 7"
