"sigungu","bungi","bonbun","bubun","buildingName","area","daejiarea","dealyearmonth","dealDay","dealAmount","floor","buildYear","roadname"
"강원도 강릉시 교동","302","0302","0000","까르빌","65.1875","48.84","202009","23","18,500","5","2018","화부산로141번안길 3"
"강원도 강릉시 교동","972-3","0972","0003","아펠리아","38.16","64.19","202009","13","13,400","2","2018","원대로30번길 11"
"강원도 강릉시 교동","303-1","0303","0001","이화","56.79","79.16","202009","12","8,700","1","1984","율곡로2968번안길 2"
"강원도 강릉시 내곡동","267","0267","0000","기산그린타운","49.57","93.19","202009","8","7,800","2","1997","범일로 528"
"강원도 강릉시 노암동","245-24","0245","0024","더힐","45.75","39.12","202009","14","13,800","4","2018","율곡로2747번길 5"
"강원도 강릉시 노암동","245-24","0245","0024","더힐","50","42.75","202009","14","15,000","3","2018","율곡로2747번길 5"
"강원도 강릉시 노암동","245-24","0245","0024","더힐","45.75","39.12","202009","14","13,500","4","2018","율곡로2747번길 5"
"강원도 강릉시 노암동","245-24","0245","0024","더힐","45.75","39.12","202009","14","14,500","5","2018","율곡로2747번길 5"
"강원도 강릉시 노암동","245-24","0245","0024","더힐","45.75","39.12","202009","14","14,500","5","2018","율곡로2747번길 5"
"강원도 강릉시 노암동","245-24","0245","0024","더힐","45.75","39.12","202009","14","14,300","4","2018","율곡로2747번길 5"
"강원도 강릉시 송정동","216-1","0216","0001","소라A단지","56.34","111.69","202009","6","7,000","1","1986","송정길 15"
"강원도 강릉시 송정동","216-1","0216","0001","소라A단지","56.34","111.69","202009","17","6,000","3","1986","송정길 15"
"강원도 강릉시 송정동","110-81","0110","0081","화이트캐슬","43.2","37.29","202009","1","15,000","1","2017","경강로 2531"
"강원도 강릉시 연곡면 영진리","353-29","0353","0029","동방이스트빌(101~103동)","71.12","50.82","202009","17","12,000","5","2016","연주로 162"
"강원도 강릉시 입암동","498-6","0498","0006","대목임대","31.15","44.3","202009","25","3,500","1","1987","용지로 43"
"강원도 강릉시 포남동","1221-7","1221","0007","(1221-7)","109.14","66.4","202009","17","20,802","1","1991","산양큰길22번길 21"
"강원도 강릉시 포남동","1005-20","1005","0020","개미주택","56.76","53.85","202009","28","6,000","3","1984","경강로2234번길 18"
"강원도 강릉시 포남동","438-1","0438","0001","동산","70.74","67.75","202009","5","9,000","3","1986","보래미상길 100"
"강원도 강릉시 포남동","515","0515","0000","삼화임대","48.6","97.95","202009","17","6,100","3","1988","강릉대로419번길 54"
"강원도 강릉시 포남동","1005-134","1005","0134","옥포","52.74","53.75","202009","1","4,500","3","1983","용지각길8번길 29"
"강원도 강릉시 포남동","1005-134","1005","0134","옥포","52.74","53.75","202009","3","6,000","1","1983","용지각길8번길 29"
"강원도 강릉시 포남동","1005-134","1005","0134","옥포","52.74","53.75","202009","10","6,500","2","1983","용지각길8번길 29"
"강원도 강릉시 포남동","314-1","0314","0001","파인빌리지","22.52","48.93","202009","3","8,100","2","2018","난설헌로78번길 29-9"
"강원도 강릉시 포남동","314-1","0314","0001","파인빌리지","22.52","48.93","202009","24","8,000","1","2018","난설헌로78번길 29-9"
"강원도 강릉시 포남동","314-1","0314","0001","파인빌리지","22.52","48.93","202009","24","8,000","1","2018","난설헌로78번길 29-9"
"강원도 강릉시 포남동","314-1","0314","0001","파인빌리지","22.52","48.93","202009","24","8,000","1","2018","난설헌로78번길 29-9"
"강원도 강릉시 홍제동","154-7","0154","0007","청송","42.14","44.33","202009","10","4,500","3","1983","새냉이길40번길 8-4"
"강원도 강릉시 홍제동","120-6","0120","0006","태양열","67.57","76.7","202009","16","6,800","1","1981","새냉이길27번길 6"
"강원도 고성군 죽왕면 삼포리","459-1","0459","0001","수진","59.04","70.66","202009","8","3,450","2","1994","순포로1길 17"
"강원도 동해시 단봉동","93-1","0093","0001","엘리시움102동","66.03","57.04","202009","23","21,000","5","2017","구미택지1길 49"
"강원도 동해시 단봉동","96-3","0096","0003","엘시시움101동","68.27","51.5","202009","24","20,000","5","2017","구미택지1길 49-1"
"강원도 동해시 발한동","240-75","0240","0075","한일","66.14","104.44","202009","10","4,940","2","1980","발한로 169-18"
"강원도 동해시 발한동","599-21","0599","0021","한일A","56.25","74.25","202009","14","2,350","2","1984","수원지2길 9"
"강원도 동해시 북평동","429","0429","0000","북평주공1차","46.79","93.21","202009","8","4,500","3","1986","구미3길 46"
"강원도 동해시 천곡동","1056-8","1056","0008","남선빌라4차","60","32.4","202009","19","3,800","4","1993","샘실1길 72"
"강원도 동해시 천곡동","1077-5","1077","0005","삼양타워1차","138.52","54.37","202009","1","10,000","5","1993","한섬로 61-1"
"강원도 동해시 천곡동","1009-3","1009","0003","삼영빌라B","48.42","30.14","202009","11","2,900","1","1992","동굴1길 35"
"강원도 동해시 천곡동","969-5","0969","0005","승우주택B동","32.04","20.15","202009","11","1,500","4","1999","감추1길 22-1"
"강원도 동해시 천곡동","1035-10","1035","0010","영동주택A","28.89","15.23","202009","14","2,700","3","1991","동굴3길 7-2"
"강원도 동해시 천곡동","978-13","0978","0013","유성빌라","66.32","37.84","202009","8","5,500","3","1994","감추2길 4"
"강원도 동해시 천곡동","967-14","0967","0014","은마빌라3차","65.724","32.6","202009","17","5,500","5","1994","감추5길 23"
"강원도 동해시 천곡동","1100","1100","0000","한움빌리지","123.4568","250.83","202009","10","24,900","1","2003","천곡1길 58"
"강원도 삼척시 당저동","10-1","0010","0001","두원밸리","48.93","25.89","202009","5","7,100","3","2013","사대1길 35-30"
"강원도 삼척시 당저동","12-4","0012","0004","매직빌라","75.83","59.63","202009","12","10,500","4","2012","사대1길 25-14"
"강원도 삼척시 도계읍 도계리","344-15","0344","0015","현대","59.15","78.7","202009","15","3,500","3","1984","도계우회로 132"
"강원도 삼척시 원당동","71","0071","0000","(71-0)","71.9","38","202009","11","12,500","3","2015","원당로2길 37"
"강원도 속초시 교동","777-22","0777","0022","동설악빌라2동","70.07","42.77","202009","5","3,700","-1","1991","교동로6길 47"
"강원도 속초시 교동","619-1","0619","0001","장미아트빌(619-1)","74.433","73.98","202009","4","10,200","2","2004","미시령로3359번길 35"
"강원도 속초시 교동","773-1","0773","0001","코스모스(대양)","69.66","64.77","202009","21","6,500","1","1985","만천7길 47"
"강원도 속초시 금호동","625-42","0625","0042","금호","52","90.52","202009","15","4,000","1","1982","번영로67번길 19"
"강원도 속초시 금호동","625-88","0625","0088","성진주택","53.98","50","202009","3","4,800","1","1983","번영로67번길 17"
"강원도 속초시 금호동","625-88","0625","0088","성진주택","53.98","50","202009","29","3,300","2","1983","번영로67번길 17"
"강원도 속초시 대포동","486-1","0486","0001","비치힐즈","48.69","60.45","202009","14","9,800","1","2015","해오름로 21"
"강원도 속초시 설악동","348-44","0348","0044","아남설악빌리지","44.88","90.57","202009","21","2,500","2","1992","청봉로2길 15"
"강원도 속초시 설악동","348-2","0348","0002","현대설악빌리지","89.205","292.16","202009","17","8,000","2","1988","청봉로1길 21"
"강원도 속초시 설악동","348-2","0348","0002","현대설악빌리지","38.52","56.8","202009","22","4,600","2","1988","청봉로1길 21"
"강원도 속초시 중앙동","473-13","0473","0013","(473-13)","86.06","17.52","202009","14","4,000","4","1982","중앙로129번길 40"
"강원도 속초시 청학동","486-188","0486","0188","청학(486-188)","84.82","100.2","202009","16","8,300","1","1984","수복로143번길 60"
"강원도 양구군 양구읍 상리","207-27","0207","0027","신광나동","73.36","73.25","202009","21","11,000","1","1991","장터길 70-5"
"강원도 양양군 양양읍 구교리","51-3","0051","0003","우신(51-3)","60.03","75.95","202009","15","6,000","1","1985","북문길 30"
"강원도 영월군 영월읍 영흥리","882","0882","0000","금강쉐르빌A","69.69","79.33","202009","2","13,500","2","2016","영월향교길 49-14"
"강원도 영월군 영월읍 영흥리","763-1","0763","0001","동우빌라","84.87","70.01","202009","8","8,000","2","1996","내성길31번길 12-5"
"강원도 영월군 영월읍 하송리","110-22","0110","0022","정민주택","48.78","83.45","202009","22","5,400","3","1987","은행나무길 35-3"
"강원도 원주시 단계동","777-4","0777","0004","단계하나VIVACHE","56.5","13.5","202009","3","12,300","10","2017","천사로 106"
"강원도 원주시 단계동","777-4","0777","0004","단계하나VIVACHE","51.73","12.36","202009","28","12,300","8","2017","천사로 106"
"강원도 원주시 단계동","184-1","0184","0001","선호","71.9","117.4","202009","1","8,000","1","1986","원문로137번길 33"
"강원도 원주시 소초면 장양리","1293","1293","0000","우창","48.22","63.22","202009","12","2,700","2","1993","장막1길 64"
"강원도 원주시 소초면 장양리","1293","1293","0000","우창","48.22","63.22","202009","28","2,800","2","1993","장막1길 64"
"강원도 원주시 일산동","341-2","0341","0002","대림에버빌","74.62","47.38","202009","18","8,400","3","2006","단구로63번길 38"
"강원도 원주시 태장동","1378-16","1378","0016","상일","69.19","46.8","202009","23","5,250","2","1993","북원상가길 19-11"
"강원도 원주시 태장동","546-59","0546","0059","장미빌라","36.9","27.82","202009","9","1,500","-1","1991","흥양로86번길 18"
"강원도 원주시 흥업면 매지리","531-13","0531","0013","연세빌라(A동)","29","37.33","202009","26","2,300","2","2001","세동길 132"
"강원도 원주시 흥업면 매지리","531-13","0531","0013","연세빌라(A동)","29","37.33","202009","26","2,350","3","2001","세동길 132"
"강원도 인제군 북면 원통리","674-1","0674","0001","그린파크빌A동","50.89","35.14","202009","11","11,000","5","2014","원통로211번길 5"
"강원도 인제군 인제읍 남북리","218-9","0218","0009","골든빌라나동","36.75","25.42","202009","11","5,200","3","1990","비봉로30번길 48"
"강원도 정선군 임계면 송계리","711-1","0711","0001","대하","54.9","71.78","202009","10","6,100","2","1990","송계3길 16"
"강원도 정선군 정선읍 봉양리","143-1","0143","0001","조양주택","62.58","104.5","202009","13","10,500","1","1985","봉양7길 22"
"강원도 철원군 갈말읍 군탄리","931-14","0931","0014","(931-14)","64.8","47.75","202009","9","12,000","4","2015","명성로 223-3"
"강원도 철원군 갈말읍 신철원리","611-4","0611","0004","삼흥빌라(611-4)","54.06","50.55","202009","2","3,100","3","1991","명성로158번길 111"
"강원도 철원군 갈말읍 신철원리","611-4","0611","0004","삼흥빌라(611-4)","54.06","50.55","202009","4","2,800","1","1991","명성로158번길 111"
"강원도 철원군 김화읍 청양리","2062-28","2062","0028","영남빌라나동","86.73","79.2","202009","9","3,500","3","1993","청양로94번길 4-9"
"강원도 철원군 동송읍 이평리","734","0734","0000","동송빌라(A,B동)","53.67","57.62","202009","7","3,200","3","1988","금학로 163-25"
"강원도 철원군 동송읍 이평리","734-2","0734","0002","동송빌라씨동","53.1","56.59","202009","2","3,100","3","1989","금학로 163-30"
"강원도 철원군 동송읍 이평리","848-61","0848","0061","모벡스빌","88.2","51.42","202009","22","8,400","2","2007","이평로95번길 24-1"
"강원도 철원군 서면 와수리","1133-63","1133","0063","성우아트빌라가동","78.6","63.85","202009","24","7,000","1","1992","와수로136번길 16"
"강원도 철원군 철원읍 화지리","28-143","0028","0143","골든빌라(C,D동)","56.88","45.96","202009","14","3,900","2","1994","화지로8번길 15"
"강원도 철원군 철원읍 화지리","845","0845","0000","뉴그린빌라","84.28","58.77","202009","15","4,500","3","1994","금학로256번길 47"
"강원도 춘천시 근화동","743-21","0743","0021","가득빌라21","40.59","30.71","202009","24","5,700","4","1992","중앙로194번길 58"
"강원도 춘천시 동내면 학곡리","34-2","0034","0002","가득아트빌라","76.118","57.02","202009","17","11,000","3","1993","원창고개길 273"
"강원도 춘천시 동면 지내리","284-14","0284","0014","해비타트(사랑의집201-204)","65.577","111.56","202009","4","9,109","1","2017","가산로 127"
"강원도 춘천시 신북읍 천전리","183-1","0183","0001","그레이스빌B동","58.3","46.29","202009","10","9,500","1","2014","상천길 27"
"강원도 춘천시 효자동","179-33","0179","0033","동신빌라","67.65","68.09","202009","8","5,900","2","1992","법원뒷길 36-1"
"강원도 춘천시 후평동","808-1","0808","0001","4단지(연립)","47.37","66.95","202009","8","7,500","3","1986","대양당길 4"
"강원도 춘천시 후평동","808-1","0808","0001","4단지(연립)","47.37","66.95","202009","15","8,000","3","1986","대양당길 4"
"강원도 춘천시 후평동","808-1","0808","0001","4단지(연립)","47.01","66.45","202009","22","8,500","3","1986","대양당길 4"
"강원도 춘천시 후평동","866","0866","0000","금호빌리지","95.6","113.68","202009","3","15,200","2","1992","후만로 119"
"강원도 춘천시 후평동","708","0708","0000","봉암","93.1","88.87","202009","1","8,500","3","1983","후석로379번길 11"
"강원도 춘천시 후평동","700-4","0700","0004","부안","60.76","56.76","202009","14","10,000","1","1984","보안길 57"
"강원도 춘천시 후평동","498-368","0498","0368","신한주택라동","52.11","30.65","202009","23","8,300","3","2000","춘천로270번길 21"
"강원도 태백시 문곡동","28-1","0028","0001","고원","43.08","81.87","202009","18","1,500","1","1991","섬거랑길 11"
"강원도 태백시 문곡동","28-1","0028","0001","고원","43.08","81.87","202009","29","2,400","1","1991","섬거랑길 11"
"강원도 태백시 장성동","135-2","0135","0002","협심주택","56.28","66.42","202009","18","3,600","2","1986","협심길 15"
"강원도 태백시 철암동","378-41","0378","0041","철암연립상가","52.56","107.1","202009","24","2,150","3","1985","동태백로 375"
"강원도 태백시 통동","225","0225","0000","하나연립","45.15","90.96","202009","1","3,100","1","1986","솔안길 140"
"강원도 태백시 통동","225","0225","0000","하나연립","45.15","90.96","202009","3","3,000","2","1986","솔안길 140"
"강원도 태백시 통동","225","0225","0000","하나연립","45.15","90.96","202009","11","2,200","3","1986","솔안길 140"
"강원도 태백시 통동","225","0225","0000","하나연립","45.15","90.96","202009","25","2,900","1","1986","솔안길 140"
"강원도 태백시 통동","259","0259","0000","한보5차","47.88","128.76","202009","2","1,800","2","1989","짝바우골길 47"
"강원도 태백시 통동","259","0259","0000","한보5차","47.88","128.76","202009","2","1,500","2","1989","짝바우골길 47"
"강원도 태백시 통동","219-1","0219","0001","한보주택","45.15","94.07","202009","7","2,700","1","1987","솔안길 135"
"강원도 태백시 통동","219-1","0219","0001","한보주택","45.15","94.07","202009","30","1,900","3","1987","솔안길 135"
"강원도 태백시 황지동","49-104","0049","0104","대림2","42.84","51.58","202009","11","4,500","2","1986","문화로1길 15"
"강원도 태백시 황지동","274-756","0274","0756","유진하이츠(에이동)","84.08","58.26","202009","23","13,600","4","1999","장수4길 22"
"강원도 평창군 대관령면 용산리","394-37","0394","0037","알펜힐빌리지","77.61","111.97","202009","5","9,900","1","2012","큰터길 34"
"강원도 평창군 대관령면 용산리","678","0678","0000","평창스카이테라하우스","31.8205","44.68","202009","2","7,000","1","2016","솔봉로 278-84"
"강원도 평창군 대관령면 용산리","678","0678","0000","평창스카이테라하우스","31.8205","44.68","202009","10","9,500","2","2016","솔봉로 278-84"
"강원도 평창군 대관령면 용산리","678","0678","0000","평창스카이테라하우스","84.8746","119.16","202009","10","32,000","4","2016","솔봉로 278-84"
"강원도 평창군 대관령면 용산리","678","0678","0000","평창스카이테라하우스","31.8205","44.68","202009","22","6,600","2","2016","솔봉로 278-84"
"강원도 평창군 대관령면 횡계리","253","0253","0000","(253-0)","46.89","66.06","202009","10","3,600","2","1991","오목길 43-5"
"강원도 평창군 대관령면 횡계리","281","0281","0000","대관령빌라","51.45","73.63","202009","5","4,500","3","1992","대관령로 170-9"
"강원도 평창군 대관령면 횡계리","279","0279","0000","드래곤 패밀리","65.62","71.11","202009","10","5,700","3","1989","대관령로 149"
"강원도 평창군 대관령면 횡계리","279","0279","0000","드래곤 패밀리","53.69","59.05","202009","11","6,000","3","1989","대관령로 149"
"강원도 평창군 대관령면 횡계리","279","0279","0000","드래곤 패밀리","65.62","71.11","202009","29","7,000","3","1989","대관령로 149"
"강원도 평창군 대관령면 횡계리","613-41","0613","0041","쌍용주택","69.1712","169.56","202009","8","11,300","2","1999","올림픽로 62-68"
"강원도 평창군 봉평면 무이리","852-14","0852","0014","브라보펜션","24.57","38.17","202009","23","1,900","1","2004","경강로 525"
"강원도 평창군 봉평면 진조리","77-2","0077","0002","평창현대빌리지(11)","64.37","146.4","202009","23","5,200","1","2002","진조1길 43-7"
"강원도 평창군 봉평면 흥정리","93-6","0093","0006","(93-6)","30.96","53","202009","8","4,300","3","2010","흥정계곡4길 161-8"
"강원도 평창군 용평면 용전리","417-3","0417","0003","리치밸리","90.18","119.69","202009","22","8,300","2","2006","경강로 2010"
"강원도 평창군 진부면 상진부리","258-3","0258","0003","혜청","58.29","52.55","202009","1","3,000","3","1993","진벌길 6-10"
"강원도 평창군 진부면 하진부리","200-1","0200","0001","대주 에코하우스","49.15","38.95","202009","7","9,000","3","2013","석두산길 30"
"강원도 평창군 진부면 하진부리","153-9","0153","0009","영화","49.23","79.77","202009","10","5,800","2","1987","석두로 15-8"
"강원도 평창군 진부면 하진부리","153-9","0153","0009","영화","49.23","79.77","202009","15","5,700","1","1987","석두로 15-8"
"강원도 평창군 평창읍 하리","227-7","0227","0007","대동월드106동","23.94","22.64","202009","24","3,500","3","2001","군청길 88"
"강원도 홍천군 남면 양덕원리","136-14","0136","0014","덕호","51.39","100.25","202009","14","3,000","2","1989","시동로 12-13"
"강원도 홍천군 홍천읍 갈마곡리","412-2","0412","0002","대한빌라","81.48","69.88","202009","4","5,000","4","1992","석화안길 38"
"강원도 홍천군 홍천읍 갈마곡리","437-14","0437","0014","트라움하우스B동","34.888","36.83","202009","2","12,300","4","2019","원호마을1길 17-1"
"강원도 홍천군 홍천읍 갈마곡리","272-7","0272","0007","한일빌라","47.88","51.01","202009","7","4,950","3","1992","홍천로 517-2"
"강원도 홍천군 홍천읍 연봉리","306-18","0306","0018","탑스테이","71.5951","39.96","202009","16","18,500","4","2019","송학강변로 101"
"강원도 홍천군 홍천읍 연봉리","300","0300","0000","트라움하우스A동","58.4215","41.49","202009","8","18,000","2","2019","무궁화로4길 19"
"강원도 홍천군 홍천읍 진리","11-7","0011","0007","월드빌라","37.56","25.47","202009","1","4,700","1","2003","희망로16길 9-3"
"강원도 홍천군 홍천읍 희망리","354-33","0354","0033","세종빌라타운","55.25","43.78","202009","2","13,200","3","2017","신장대로 31"
"강원도 홍천군 홍천읍 희망리","354-33","0354","0033","세종빌라타운","57.65","45.68","202009","15","11,300","3","2017","신장대로 31"
"강원도 홍천군 홍천읍 희망리","47-2","0047","0002","크리스탈타워","57.8479","29.45","202009","25","17,500","2","2019","희망로15길 9"
"강원도 화천군 하남면 용암리","1138","1138","0000","산수화","38.0185","78.71","202009","7","5,500","4","2008","춘화로 3268-5"
"강원도 화천군 하남면 용암리","1138","1138","0000","산수화","23.1277","47.88","202009","15","3,100","2","2008","춘화로 3268-5"
"강원도 화천군 화천읍 신읍리","578","0578","0000","동보","32.64","77.31","202009","21","2,890","3","1999","노신로 82-16"
"강원도 화천군 화천읍 신읍리","578","0578","0000","동보","32.64","77.31","202009","25","2,800","2","1999","노신로 82-16"
"강원도 횡성군 횡성읍 읍하리","572-4","0572","0004","삼성청마루힐","49.88","33.76","202009","5","7,250","4","2011","앞들서로23번길 7"
"경기도 가평군 가평읍 달전리","272-11","0272","0011","남이주택 나동","48.8","34.13","202009","6","4,950","2","1992","달전로 83"
"경기도 가평군 가평읍 달전리","455","0455","0000","환진스마트빌","64.32","62.09","202009","8","16,500","2","2019","강산길 15"
"경기도 가평군 가평읍 대곡리","286","0286","0000","골드빌A","76.67","63","202009","22","8,750","3","2004","광장로22번길 27-9"
"경기도 가평군 가평읍 대곡리","335-3","0335","0003","우림아트빌","84.39","71.92","202009","3","15,250","2","2005","문화로 124"
"경기도 가평군 가평읍 대곡리","441-1","0441","0001","정동가동","57.37","89.7","202009","8","6,000","4","2001","석봉로3번길 60"
"경기도 가평군 가평읍 읍내리","588-9","0588","0009","가평큐브하임104동","71.0775","53.25","202009","9","19,600","4","2018","문화로 224-1"
"경기도 가평군 가평읍 읍내리","415-20","0415","0020","삼인빌라(B동)","42.48","28","202009","25","5,000","3","1990","보납로46번길 8"
"경기도 가평군 가평읍 읍내리","774-3","0774","0003","풍현빌리지","75.84","67.25","202009","6","6,700","3","1992","석봉로 247-12"
"경기도 가평군 상면 행현리","229-1","0229","0001","양지빌라","28.89","37.55","202009","21","2,700","1","1998","축령로45번길 38-32"
"경기도 가평군 설악면 선촌리","456","0456","0000","탐선빌라트","84.45","48.38","202009","23","9,900","4","2007","탐선길 7"
"경기도 가평군 설악면 신천리","423","0423","0000","에코빌 가동","77.3328","60","202009","3","17,800","4","2011","신천중앙로120번길 20-37"
"경기도 가평군 조종면 현리","280-7","0280","0007","국민주택","40.41","56.78","202009","19","3,600","2","1986"," 45"
"경기도 가평군 조종면 현리","410-31","0410","0031","네이처힐타운하우스1차","59.925","64.38","202009","10","16,000","3","2018","현창로 24"
"경기도 가평군 조종면 현리","222-12","0222","0012","태양빌라","42.84","13.7","202009","14","3,400","3","1988","조종새싹로 50"
"경기도 가평군 청평면 대성리","590-1","0590","0001","두전아트빌","56.015","62.44","202009","8","13,200","1","2014","은행나무길 8-17"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,635","3","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,635","2","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,154","1","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,095","1","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,635","4","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,615","3","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,615","2","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","445-69","0445","0069","(445-69)","47.88","48.63","202009","17","8,615","4","2016","갈오현로 34"
"경기도 가평군 청평면 청평리","631-10","0631","0010","2차현대하이츠빌라다동","35.46","21.06","202009","22","4,100","3","1993","강변나루로40번길 14"
"경기도 가평군 청평면 청평리","616-4","0616","0004","그린빌라 가동","60.7","56.55","202009","2","5,700","2","1990","경춘로 785-18"
"경기도 가평군 청평면 청평리","280-12","0280","0012","나일빌라 가동","60.16","31.75","202009","1","5,000","3","1991","골안길 20"
"경기도 가평군 청평면 청평리","308-1","0308","0001","청평빌라 나동","42.64","35.97","202009","1","4,800","3","1990","톳골길 12"
"경기도 가평군 청평면 청평리","626-16","0626","0016","행운빌라","59.82","45.09","202009","11","6,800","3","1991","강변나루로40번길 13"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","49.22","31.89","202009","8","14,786","5","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","33.73","21.86","202009","8","10,305","5","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","37.05","24.12","202009","8","10,977","5","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","4","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","2","2013","청평중앙로26번길 5-1"
"경기도 가평군 청평면 청평리","430-7","0430","0007","혜린빌딩","16.46","10.66","202009","8","5,153","3","2013","청평중앙로26번길 5-1"
"경기도 고양덕양구 고양동","1035","1035","0000","(1035-0)","75.12","49.58","202009","9","14,000","2","2012","보광로 22"
"경기도 고양덕양구 고양동","1073","1073","0000","보라빌라","67.68","54.71","202009","7","9,800","1","1986","보광로 21"
"경기도 고양덕양구 고양동","1073","1073","0000","보라빌라","64.2","51.82","202009","16","8,300","3","1986","보광로 21"
"경기도 고양덕양구 고양동","238-25","0238","0025","세종빌리지(238-25)","56.975","40.48","202009","4","16,000","1","2013","혜음로13번길 48-3"
"경기도 고양덕양구 고양동","194-8","0194","0008","수정(194-8)","44.1","42.34","202009","1","8,500","3","1987","벽제관로 14"
"경기도 고양덕양구 고양동","194-8","0194","0008","수정(194-8)","44.1","42.33","202009","24","7,000","1","1987","벽제관로 14"
"경기도 고양덕양구 고양동","11-11","0011","0011","신성빌라(11-11)","36.96","21.41","202009","21","7,600","2","1992","혜음로 101"
"경기도 고양덕양구 고양동","11-12","0011","0012","신성빌라(11-12)","66.88","47.67","202009","21","7,900","4","1992","혜음로 101"
"경기도 고양덕양구 고양동","11-38","0011","0038","신성빌라(11-38)","36.56","22.57","202009","3","6,900","3","1992","혜음로 101"
"경기도 고양덕양구 고양동","345-1","0345","0001","신풍주택(345-1)","36.36","19.25","202009","25","5,100","3","1991","대양로311번길 14-6"
"경기도 고양덕양구 고양동","27-15","0027","0015","주봉빌라(27-15)","43.99","31","202009","21","9,000","2","1991","혜음로81번길 11-5"
"경기도 고양덕양구 고양동","1034","1034","0000","현대썬타운 2동","55.93","36.57","202009","4","12,000","3","2009","보광로 18-9"
"경기도 고양덕양구 관산동","686-5","0686","0005","(686-5)","49.07","48.87","202009","9","8,700","4","2012","통일로1018번길 34"
