no,city,gugun,dong,bungi,bonbun,bubun,buildingName,area,daejiarea,dealyearmonth,dealDay,dealAmount,floor,buildYear,roadname
1,서울특별시,강남구,개포동,1186,1186,0,1186 HOUSE,60,39.53,202009,29,"70,000",4,2020,논현로8길 24
2,서울특별시,강남구,개포동,1206,1206,0,개포동삼성베스트빌,26.93,17.2,202009,16,"35,500",6,2017,개포로28길 14
3,서울특별시,강남구,개포동,1205-4,1205,4,골든빌,32.22,20.29,202009,19,"32,000",2,2015,개포로26길 28
4,서울특별시,강남구,개포동,1200-6,1200,6,대림빌리지,51.54,27.1,202009,14,"36,500",2,1997,개포로20길 57
5,서울특별시,강남구,개포동,1233-8,1233,8,리아체,48.35,29.92,202009,18,"40,000",3,2017,논현로18길 22-20
6,서울특별시,강남구,개포동,1180-7,1180,7,미농빌라,37.44,23.62,202009,23,"27,500",2,1990,논현로8길 58-5
7,서울특별시,강남구,개포동,1256-1,1256,1,베네세하우스,53.17,31.44,202009,1,"55,500",3,2013,개포로25길 13-9
8,서울특별시,강남구,개포동,1219-10,1219,10,새롬그린빌,31.69,15.9,202009,14,"21,000",4,1995,개포로20길 37
9,서울특별시,강남구,개포동,1218-9,1218,9,성보하이츠,58.32,35.5,202009,9,"44,100",2,1995,개포로24길 26
10,서울특별시,강남구,개포동,1201-2,1201,2,원아트 빌라,38.9,16.71,202009,23,"13,800",-1,1995,개포로22길 45-8
11,서울특별시,강남구,개포동,160-4,160,4,파크힐빌리지(160-4),25.65,11.61,202009,11,"24,000",4,1995,선릉로8길 28
12,서울특별시,강남구,개포동,1185,1185,0,현대빌라,84.8,81.33,202009,16,"82,000",2,1990,논현로6길 23
13,서울특별시,강남구,논현동,72,72,0,SUN빌리지,84.84,51.6,202009,8,"105,375",-1,2003,도산대로34길 27
14,서울특별시,강남구,논현동,72,72,0,SUN빌리지,69.09,42,202009,8,"85,771",3,2003,도산대로34길 27
15,서울특별시,강남구,논현동,72,72,0,SUN빌리지,69.09,42,202009,8,"85,771",3,2003,도산대로34길 27
16,서울특별시,강남구,논현동,72,72,0,SUN빌리지,69.09,42,202009,8,"85,771",1,2003,도산대로34길 27
17,서울특별시,강남구,논현동,72,72,0,SUN빌리지,69.09,42,202009,8,"85,771",2,2003,도산대로34길 27
18,서울특별시,강남구,논현동,72,72,0,SUN빌리지,69.09,42,202009,8,"85,771",2,2003,도산대로34길 27
19,서울특별시,강남구,논현동,72,72,0,SUN빌리지,69.09,42,202009,8,"85,771",1,2003,도산대로34길 27
20,서울특별시,강남구,논현동,270-2,270,2,공간3차,22.61,15.24,202009,5,"33,000",5,2016,선릉로115길 23
21,서울특별시,강남구,논현동,104-5,104,5,동광팰리스,23.59,17.45,202009,2,"38,500",4,2016,도산대로54길 48-11
22,서울특별시,강남구,논현동,Oct-47,47,10,라디안,113.04,56.89,202009,19,"88,500",3,2004,학동로5길 21
23,서울특별시,강남구,논현동,256-2,256,2,에벤에셀빌,55.02,40.34,202009,22,"57,000",3,2003,언주로124길 43
24,서울특별시,강남구,대치동,967-13,967,13,서경주택,34.8,32.45,202009,24,"30,000",1,1987,영동대로71길 24
25,서울특별시,강남구,도곡동,453-4,453,4,서초빌라가동,41.52,32.28,202009,3,"42,000",2,1988,논현로24길 24
26,서울특별시,강남구,세곡동,541,541,0,강남 효성해링턴 코트,92.9619,114.12,202009,12,"168,000",3,2016,자곡로 36
27,서울특별시,강남구,세곡동,541,541,0,강남 효성해링턴 코트,105.8209,129.91,202009,20,"195,000",2,2016,자곡로 36
28,서울특별시,강남구,역삼동,684-5,684,5,(684-5),30.72,14,202009,15,"21,959",2,2000,언주로106길 27
29,서울특별시,강남구,역삼동,684-5,684,5,(684-5),30.72,14,202009,15,"21,959",3,2000,언주로106길 27
30,서울특별시,강남구,역삼동,684-5,684,5,(684-5),41.36,18.85,202009,15,"29,563",4,2000,언주로106길 27
31,서울특별시,강남구,역삼동,684-5,684,5,(684-5),40.31,14.47,202009,15,"28,813",4,2000,언주로106길 27
32,서울특별시,강남구,역삼동,684-5,684,5,(684-5),69.75,18.8,202009,15,"49,850",3,2000,언주로106길 27
33,서울특별시,강남구,역삼동,684-5,684,5,(684-5),30.72,14,202009,15,"21,959",2,2000,언주로106길 27
34,서울특별시,강남구,역삼동,684-5,684,5,(684-5),36.19,16.5,202009,15,"25,865",1,2000,언주로106길 27
35,서울특별시,강남구,역삼동,684-5,684,5,(684-5),30.72,14,202009,15,"21,959",1,2000,언주로106길 27
36,서울특별시,강남구,역삼동,684-5,684,5,(684-5),28.8,13.13,202009,15,"20,586",1,2000,언주로106길 27
37,서울특별시,강남구,역삼동,684-5,684,5,(684-5),32.11,14.63,202009,15,"22,948",1,2000,언주로106길 27
38,서울특별시,강남구,역삼동,684-5,684,5,(684-5),36,9.05,202009,15,"25,731",4,2000,언주로106길 27
39,서울특별시,강남구,역삼동,684-5,684,5,(684-5),36.19,16.5,202009,15,"25,865",3,2000,언주로106길 27
40,서울특별시,강남구,역삼동,684-5,684,5,(684-5),36.19,16.5,202009,15,"25,865",2,2000,언주로106길 27
41,서울특별시,강남구,역삼동,684-5,684,5,(684-5),36.19,16.5,202009,15,"25,865",2,2000,언주로106길 27
42,서울특별시,강남구,역삼동,698-6,698,6,꿈꾸지오,29.56,14.07,202009,25,"37,500",5,2017,테헤란로53길 57-17
43,서울특별시,강남구,역삼동,696-32,696,32,더원빌,24.85,19.26,202009,5,"35,500",2,2016,테헤란로57길 26
44,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),19.23,13.47,202009,9,"20,000",4,2012,논현로97길 19-4
45,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),32.74,22.94,202009,9,"31,000",5,2012,논현로97길 19-4
46,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),24,16.81,202009,9,"24,000",5,2012,논현로97길 19-4
47,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),33.69,23.6,202009,9,"33,000",5,2012,논현로97길 19-4
48,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),18.24,12.78,202009,9,"19,000",4,2012,논현로97길 19-4
49,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),14.76,10.34,202009,9,"17,000",4,2012,논현로97길 19-4
50,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),14.4,10.09,202009,9,"16,000",4,2012,논현로97길 19-4
51,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),14.4,10.09,202009,9,"16,000",4,2012,논현로97길 19-4
52,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),18.24,12.78,202009,9,"18,400",5,2012,논현로97길 19-4
53,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),30.57,21.42,202009,9,"30,000",2,2012,논현로97길 19-4
54,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),30.3,21.23,202009,9,"30,200",2,2012,논현로97길 19-4
55,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),23.52,16.48,202009,9,"23,000",2,2012,논현로97길 19-4
56,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),16.56,11.6,202009,9,"18,000",2,2012,논현로97길 19-4
57,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),16.56,11.6,202009,9,"18,000",2,2012,논현로97길 19-4
58,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),18.24,12.78,202009,9,"23,000",2,2012,논현로97길 19-4
59,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),16.98,11.9,202009,9,"18,800",2,2012,논현로97길 19-4
60,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),16.56,11.6,202009,9,"18,800",3,2012,논현로97길 19-4
61,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),16.56,11.6,202009,9,"18,800",3,2012,논현로97길 19-4
62,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),18.24,12.78,202009,9,"20,000",3,2012,논현로97길 19-4
63,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),16.98,11.9,202009,9,"19,000",3,2012,논현로97길 19-4
64,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),30.57,21.42,202009,9,"30,000",3,2012,논현로97길 19-4
65,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),30.3,21.23,202009,9,"31,000",3,2012,논현로97길 19-4
66,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),23.52,16.48,202009,9,"23,500",3,2012,논현로97길 19-4
67,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),33.12,23.2,202009,9,"33,000",4,2012,논현로97길 19-4
68,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),30.57,21.42,202009,9,"30,000",4,2012,논현로97길 19-4
69,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),30.57,21.42,202009,9,"28,600",5,2012,논현로97길 19-4
70,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),32.74,22.94,202009,9,"32,500",2,2012,논현로97길 19-4
71,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),32.74,22.94,202009,9,"32,400",3,2012,논현로97길 19-4
72,서울특별시,강남구,역삼동,639-3,639,3,리츠빌(639-3),27.82,19.49,202009,9,"27,000",4,2012,논현로97길 19-4
73,서울특별시,강남구,역삼동,774-33,774,33,뮤지컬파크,50.52,30.38,202009,24,"55,000",3,2015,역삼로38길 18
74,서울특별시,강남구,역삼동,674-25,674,25,삼경빌라,78.95,43.84,202009,5,"66,300",1,2003,언주로93길 14-5
75,서울특별시,강남구,역삼동,686-17,686,17,삼성릿츠빌,110.11,60.78,202009,1,"102,000",1,2002,언주로106길 24
76,서울특별시,강남구,역삼동,778-17,778,17,선경아트빌,73.55,34.49,202009,9,"59,800",4,2001,언주로69길 23
77,서울특별시,강남구,역삼동,658-15,658,15,쉐누,34.71,28.45,202009,26,"64,000",5,2019,논현로106길 19
78,서울특별시,강남구,역삼동,697-33,697,33,힐스테이트1,29.78,19.85,202009,24,"31,000",4,2015,테헤란로51길 40
79,서울특별시,강남구,일원동,680,680,0,다세대주댁(6세대),36.18,28.13,202009,3,"24,000",-1,1987,양재대로33길 12
80,서울특별시,강남구,일원동,653-3,653,3,다세대주택,43.63,32.77,202009,11,"33,500",-1,1986,양재대로49길 15
81,서울특별시,강남구,일원동,653-4,653,4,다세대주택(6세대),41.64,33.05,202009,5,"49,300",1,1988,양재대로49길 13
82,서울특별시,강동구,고덕동,153-3,153,3,(153-3),41.22,31.63,202009,22,"32,800",1,1986,고덕로79길 126-16
83,서울특별시,강동구,고덕동,194-5,194,5,(194-5),53.01,37.57,202009,5,"34,800",1,1986,상일로15길 34-26
84,서울특별시,강동구,고덕동,523,523,0,(523-0),59.16,40.16,202009,28,"29,500",-1,1986,동남로85길 10-8
85,서울특별시,강동구,고덕동,615,615,0,(615-0),54.57,36.84,202009,5,"45,000",1,1986,아리수로 218-1
86,서울특별시,강동구,고덕동,281-7,281,7,우성빌라,40.26,23.5,202009,23,"27,500",-1,1986,아리수로 304
87,서울특별시,강동구,고덕동,542-4,542,4,현대빌라,44.37,37.84,202009,17,"40,000",1,1986,아리수로 234-1
88,서울특별시,강동구,고덕동,559,559,0,협성,53.19,37.3,202009,10,"44,500",2,1987,아리수로 248
89,서울특별시,강동구,길동,326-1,326,1,강남팰리스,37.17,32.05,202009,7,"53,000",6,2020,천중로53길 74
90,서울특별시,강동구,길동,109-1,109,1,그린스위트빌2차,43.17,30.2,202009,8,"30,000",5,2015,천호대로199길 37
91,서울특별시,강동구,길동,357-2,357,2,그린타운(2동),62.73,31.12,202009,21,"31,000",2,1991,천중로48길 9-4
92,서울특별시,강동구,길동,359-13,359,13,노블하우스,44.55,28.34,202009,25,"29,500",2,2017,천중로50길 35-12
93,서울특별시,강동구,길동,393-8,393,8,미래프라임,38.91,25.96,202009,22,"35,000",3,2016,양재대로114길 17
94,서울특별시,강동구,길동,377-1,377,1,미르빌,50.48,23.16,202009,26,"25,000",3,2003,양재대로117길 21
95,서울특별시,강동구,길동,106-7,106,7,삼보프리빌,76.32,20.7,202009,29,"38,000",5,2010,명일로 230
96,서울특별시,강동구,길동,103-2,103,2,삼성씨티하우스,32.93,20.1,202009,4,"24,200",2,2015,명일로19길 11
97,서울특별시,강동구,길동,380-17,380,17,삼호빌라(A동),39.9,27.08,202009,15,"17,500",1,1986,천중로42길 62
98,서울특별시,강동구,길동,356-1,356,1,상상프리빌,29.27,17.84,202009,19,"26,000",5,2017,천중로50길 13
99,서울특별시,강동구,길동,151-5,151,5,신성비발디,69.8,26.77,202009,24,"29,500",2,2001,천호대로191길 13
100,서울특별시,강동구,길동,337-5,337,5,용마빌라,69.93,52.3,202009,12,"41,000",2,1991,천중로49길 27
101,서울특별시,강동구,길동,405-8,405,8,은성빌라,51.08,30.07,202009,3,"22,000",3,2002,천호대로191길 48-4
102,서울특별시,강동구,길동,233-2,233,2,정우빌라(나동),41.26,27.83,202009,21,"23,000",2,1987,천호대로185길 18
103,서울특별시,강동구,길동,387-5,387,5,청광플러스원(큐브1차),16.685,4.91,202009,15,"12,500",7,2012,천중로42길 70
104,서울특별시,강동구,길동,359-12,359,12,카리스빌,43.6,24.8,202009,22,"25,500",2,2010,천중로50길 35-10
105,서울특별시,강동구,길동,357-12,357,12,태양빌라,94.64,49.94,202009,9,"40,000",3,1995,천중로50길 18
106,서울특별시,강동구,길동,357-12,357,12,태양빌라,90.15,47.57,202009,22,"35,000",1,1995,천중로50길 18
107,서울특별시,강동구,길동,326-9,326,9,토성하우스,38.92,24.8,202009,1,"38,000",2,2020,명일로27길 22
108,서울특별시,강동구,길동,381-2,381,2,한솔빌라트,26.1,11.36,202009,4,"10,700",4,1997,천중로40길 46
109,서울특별시,강동구,길동,381-2,381,2,한솔빌라트,83.37,36.29,202009,26,"36,000",5,1997,천중로40길 46
110,서울특별시,강동구,둔촌동,513-15,513,15,(513-15),45.22,28.23,202009,18,"38,000",4,2015,풍성로61길 10-19
111,서울특별시,강동구,둔촌동,617-7,617,7,(617-7),42.39,24.32,202009,5,"18,000",1,2014,동남로49길 46-15
112,서울특별시,강동구,둔촌동,614-5,614,5,길성빌라(가나동),41.4,26.77,202009,15,"39,000",1,1987,동남로49길 38
113,서울특별시,강동구,둔촌동,614-5,614,5,길성빌라(가나동),44.71,28.9,202009,16,"35,500",-1,1987,동남로49길 38
114,서울특별시,강동구,둔촌동,614-2,614,2,리라아트빌라,47.62,38.33,202009,12,"33,000",3,1992,동남로49길 46-22
115,서울특별시,강동구,둔촌동,110-1,110,1,명문아이빌1단지,52.11,30.78,202009,5,"34,000",4,2016,진황도로 215-6
116,서울특별시,강동구,둔촌동,110-1,110,1,명문아이빌1단지,45.49,30.05,202009,19,"33,000",4,2016,진황도로 215-6
117,서울특별시,강동구,둔촌동,110-5,110,5,명문아이빌2단지,48.99,29.3,202009,22,"33,900",4,2016,진황도로 215-10
118,서울특별시,강동구,둔촌동,110-6,110,6,명문아이빌3단지,49.63,30.91,202009,23,"35,600",2,2016,진황도로 215-16
119,서울특별시,강동구,둔촌동,605-7,605,7,상목하이츠빌,57.98,33.7,202009,14,"19,500",1,2002,천호대로 1220-5
120,서울특별시,강동구,둔촌동,Oct-67,67,10,상상프리(67-10),29.06,15.85,202009,9,"26,000",4,2018,천호대로186길 8
121,서울특별시,강동구,둔촌동,425-15,425,15,오앤하우스,18.12,7.75,202009,18,"16,000",9,2014,천호대로 1156-5
122,서울특별시,강동구,둔촌동,440-1,440,1,청송빌라,75.73,44.53,202009,24,"35,000",2,2002,양재대로100길 13-3
123,서울특별시,강동구,명일동,332-3,332,3,대의아름누리,48.86,23.62,202009,26,"32,800",6,2014,상암로51길 46
124,서울특별시,강동구,명일동,312-197,312,197,라임하우스,36.31,21.53,202009,15,"24,700",2,2013,구천면로65길 22
125,서울특별시,강동구,명일동,263-2,263,2,현대하이츠,46.71,43.37,202009,21,"37,000",2,1990,양재대로130길 48
126,서울특별시,강동구,상일동,335-5,335,5,335-5,28.86,18.27,202009,9,"19,200",5,2017,상암로81길 21
127,서울특별시,강동구,상일동,335-5,335,5,335-5,36.46,23.09,202009,18,"22,824",4,2017,상암로81길 21
128,서울특별시,강동구,상일동,174,174,0,상일우성타운1,161.78,180.57,202009,23,"154,000",1,1989,상암로 331
129,서울특별시,강동구,성내동,405,405,0,강남리치빌(405),42.72,26.05,202009,1,"27,800",3,2012,풍성로51길 44
130,서울특별시,강동구,성내동,467-5,467,5,강남팰리스,52.27,31,202009,25,"63,900",6,2019,성내로6다길 93
131,서울특별시,강동구,성내동,409-2,409,2,강동그랜드빌,45.79,24.08,202009,19,"39,300",2,2019,성안로 80-1
132,서울특별시,강동구,성내동,133-7,133,7,다원빌라트,63.02,35.74,202009,7,"30,500",2,2002,천호옛길 68
133,서울특별시,강동구,성내동,417-11,417,11,동광빌라,48.68,22.66,202009,23,"25,000",2,1991,풍성로56길 12-33
134,서울특별시,강동구,성내동,226-4,226,4,드림캐슬,47.97,34.77,202009,26,"36,000",2,2016,풍성로41길 13-4
135,서울특별시,강동구,성내동,458-7,458,7,리치빌(458-7),42.43,20.3,202009,4,"24,800",4,2011,성내로6다길 11
136,서울특별시,강동구,성내동,466-20,466,20,메이저빌라트(466-20),51.03,24.43,202009,7,"22,500",2,2003,성내로6가길 116
137,서울특별시,강동구,성내동,219-1,219,1,무궁화하이츠빌라,84.87,54.42,202009,2,"43,500",2,1997,천호대로168나길 54
138,서울특별시,강동구,성내동,562-10,562,10,삼성아트빌(562-10),45.82,27.83,202009,11,"33,300",2,2014,성안로3길 88-10
139,서울특별시,강동구,성내동,519-5,519,5,삼성에버빌,37.79,22.35,202009,2,"25,000",2,2011,풍성로 158
140,서울특별시,강동구,성내동,523-8,523,8,서울빌라,53.16,21.99,202009,17,"24,800",2,1993,성내로13길 49
141,서울특별시,강동구,성내동,466-14,466,14,신진아트빌라,64.44,35.25,202009,28,"26,750",3,1994,성내로14길 41-17
142,서울특별시,강동구,성내동,434-32,434,32,아미캐슬(434-32),47.59,30.85,202009,28,"40,000",4,2017,성내로17길 16
143,서울특별시,강동구,성내동,522-6,522,6,파란도시,53.34,30.95,202009,23,"26,500",3,2008,성내로13길 49-16
144,서울특별시,강동구,성내동,30-11,30,11,현대주택(30-11),54.76,37.28,202009,25,"36,500",1,1986,천호옛14길 28-4
145,서울특별시,강동구,암사동,452-17,452,17,(452-17),54.98,30.13,202009,1,"23,500",2,2008,고덕로20가길 49
146,서울특별시,강동구,암사동,510-26,510,26,(510-26),40.53,25.18,202009,8,"25,000",5,2013,상암로 8-3
147,서울특별시,강동구,암사동,516-23,516,23,(516-23),48.36,27.41,202009,20,"24,000",2,2008,올림픽로93길 50
148,서울특별시,강동구,암사동,495-92,495,92,495-92,22.72,17,202009,18,"16,300",3,2015,상암로15길 23
149,서울특별시,강동구,암사동,482-1,482,1,금성빌리지,44.58,22.32,202009,17,"24,800",2,2003,상암로17길 66
150,서울특별시,강동구,암사동,511-23,511,23,로렌하임,35.59,21.33,202009,10,"26,800",5,2015,상암로4가길 4
151,서울특별시,강동구,암사동,499-15,499,15,만민하늘애,39.62,25.89,202009,1,"37,800",3,2020,올림픽로100길 26
152,서울특별시,강동구,암사동,462-13,462,13,모던아트빌,44.07,25.15,202009,24,"21,700",4,2003,고덕로8길 15
153,서울특별시,강동구,암사동,510-14,510,14,목화리버빌,52.12,29.7,202009,7,"28,000",3,2002,상암로4가길 46
154,서울특별시,강동구,암사동,495-41,495,41,삼성빌라(495-41),41.2,27.62,202009,18,"16,000",-1,1986,올림픽로98가길 6-3
155,서울특별시,강동구,암사동,491-1,491,1,"삼성아트빌(A,B동)",44.54,26.69,202009,3,"33,000",4,2013,상암로15길 28
156,서울특별시,강동구,암사동,507-2,507,2,삼흥,54.78,38.01,202009,21,"21,000",2,1986,고덕로 19-10
157,서울특별시,강동구,암사동,451-5,451,5,새롬빌라,63.41,28.64,202009,3,"24,900",4,2002,고덕로25길 12-6
158,서울특별시,강동구,암사동,486-24,486,24,성우스타팰리스,34.17,20.99,202009,8,"32,000",4,2019,구천면로47길 38-1
159,서울특별시,강동구,암사동,421-136,421,136,세림힐하우스,40.46,26.86,202009,10,"30,000",5,2016,구천면로 365-8
160,서울특별시,강동구,암사동,497-18,497,18,신영빌라(497-18),60.52,32.26,202009,25,"22,100",-1,1992,암사1길 23
161,서울특별시,강동구,암사동,491-16,491,16,신주리버빌A,29.73,30.17,202009,18,"24,000",5,2014,상암로 71-9
162,서울특별시,강동구,암사동,511-31,511,31,아성플러스,37.26,18.78,202009,18,"45,000",5,2020,상암로 18
163,서울특별시,강동구,암사동,470-72,470,72,암사팰리스빌3동(470-72),73.34,43.19,202009,9,"37,500",3,2004,고덕로20나길 29-13
164,서울특별시,강동구,암사동,475-4,475,4,우주캐슬,48.41,29.42,202009,8,"36,000",4,2019,암사길 66
165,서울특별시,강동구,암사동,425-22,425,22,일우비앤비,43.89,28.56,202009,24,"28,000",5,2016,구천면로57길 42
166,서울특별시,강동구,암사동,479-13,479,13,제이빌더스,47.92,27.04,202009,24,"33,500",4,2016,암사길 50
167,서울특별시,강동구,암사동,485-45,485,45,청조크린빌B,33.28,21.54,202009,18,"28,000",2,2016,구천면로47나길 7
168,서울특별시,강동구,암사동,485-44,485,44,청조크린빌C,34.83,22.7,202009,8,"28,800",6,2016,구천면로47나길 9
169,서울특별시,강동구,암사동,494-33,494,33,한목그랜드빌리지(494-33),76.75,46.8,202009,3,"41,000",3,1993,암사길 12
170,서울특별시,강동구,암사동,472-5,472,5,한솔아트빌(472-5),46.28,27.83,202009,15,"31,700",6,2015,암사길 29
171,서울특별시,강동구,암사동,433-63,433,63,현대골든파인,29.8,20.2,202009,7,"20,000",5,2012,암사18길 33
172,서울특별시,강동구,암사동,468-17,468,17,현대그린빌(468-17),41.17,20.2,202009,2,"25,000",5,2011,암사1가길 22
173,서울특별시,강동구,암사동,484-30,484,30,현대빌라(484-30),36.98,21.5,202009,23,"17,000",1,1994,구천면로47가길 24
174,서울특별시,강동구,암사동,467,467,0,현대빌라1동,54.93,44.93,202009,12,"41,000",2,1992,암사1가길 50
175,서울특별시,강동구,암사동,482-11,482,11,현진빌리지(482-11),29.93,26.5,202009,28,"21,500",3,2012,구천면로47나길 36
176,서울특별시,강동구,천호동,299-17,299,17,(299-17),41.28,25.57,202009,22,"21,000",2,2004,구천면로35길 26
177,서울특별시,강동구,천호동,339-14,339,14,(339-14),70.81,44.54,202009,27,"33,000",4,2002,구천면로15길 23
178,서울특별시,강동구,천호동,130-2,130,2,130-2,49.05,30.54,202009,23,"36,550",2,2020,천중로32길 13-13
179,서울특별시,강동구,천호동,130-2,130,2,130-2,55.68,34.66,202009,23,"38,600",5,2020,천중로32길 13-13
180,서울특별시,강동구,천호동,130-2,130,2,130-2,54.3,33.81,202009,23,"39,250",4,2020,천중로32길 13-13
181,서울특별시,강동구,천호동,130-2,130,2,130-2,57.72,35.93,202009,23,"40,000",4,2020,천중로32길 13-13
182,서울특별시,강동구,천호동,130-2,130,2,130-2,55.39,34.48,202009,23,"40,000",3,2020,천중로32길 13-13
183,서울특별시,강동구,천호동,130-2,130,2,130-2,52.18,32.48,202009,23,"38,500",3,2020,천중로32길 13-13
184,서울특별시,강동구,천호동,130-2,130,2,130-2,50.76,31.6,202009,23,"35,950",5,2020,천중로32길 13-13
185,서울특별시,강동구,천호동,130-2,130,2,130-2,52.18,32.48,202009,23,"38,500",2,2020,천중로32길 13-13
186,서울특별시,강동구,천호동,130-2,130,2,130-2,55.39,34.48,202009,23,"40,000",2,2020,천중로32길 13-13
187,서울특별시,강동구,천호동,130-2,130,2,130-2,49.05,30.54,202009,23,"36,550",3,2020,천중로32길 13-13
188,서울특별시,강동구,천호동,227-11,227,11,가우디캐슬,39.83,25.94,202009,3,"30,000",5,2016,상암로28길 2
189,서울특별시,강동구,천호동,204,204,0,건일데크빌,68.08,26.54,202009,5,"22,500",4,2001,성안로31나길 33
190,서울특별시,강동구,천호동,338-32,338,32,기억나는집,34.41,20.9,202009,19,"26,500",3,2017,구천면로11길 6-7
191,서울특별시,강동구,천호동,167-17,167,17,다성이즈빌(167-17),22.65,7.67,202009,5,"23,500",13,2018,진황도로29길 44
192,서울특별시,강동구,천호동,233-30,233,30,대호주택,46.8,22.96,202009,5,"20,000",1,2002,구천면로48길 12
193,서울특별시,강동구,천호동,231-21,231,21,더-티움2차 에이동,62.18,42.01,202009,26,"31,800",2,2018,상암로27나길 2-16
194,서울특별시,강동구,천호동,218-31,218,31,동아아트빌,65.32,29.95,202009,24,"21,200",5,2002,천중로27길 10-6
195,서울특별시,강동구,천호동,321-23,321,23,드림하우스강변,26.95,16.8,202009,21,"20,000",6,2013,천중로5길 28
196,서울특별시,강동구,천호동,37-16,37,16,렉스빌,42.58,26.68,202009,15,"31,500",5,2015,상암로41나길 23
197,서울특별시,강동구,천호동,362-8,362,8,명성빌리지,67,31.84,202009,5,"31,500",4,2002,천중로12길 23-20
198,서울특별시,강동구,천호동,48-16,48,16,무궁화빌라,42.28,18.32,202009,10,"11,800",-1,1999,양재대로123길 47-20
199,서울특별시,강동구,천호동,Sep-35,35,9,미화빌라,46.79,20.5,202009,21,"9,800",-1,1996,상암로39길 16
200,서울특별시,강동구,천호동,40-26,40,26,베네치아 B동,40.04,27.64,202009,5,"32,000",4,2016,양재대로125길 54
201,서울특별시,강동구,천호동,333-35,333,35,삼성빌리지,72.72,35.5,202009,3,"39,000",2,2003,올림픽로81길 9
202,서울특별시,강동구,천호동,47-14,47,14,삼성크로스빌리지,30.15,14.57,202009,16,"13,800",4,2002,천중로35길 76
203,서울특별시,강동구,천호동,18-64,18,64,샤인트리움,44.66,25.93,202009,3,"59,000",6,2020,구천면로62가길 16
204,서울특별시,강동구,천호동,167-160,167,160,성우스타팰리스,42.46,12.85,202009,12,"34,700",9,2017,성안로27길 57-23
205,서울특별시,강동구,천호동,552-1,552,1,시네마빌라,62.82,32.56,202009,1,"34,000",5,2003,구천면로28길 15-3
206,서울특별시,강동구,천호동,303-25,303,25,아이빌(303-25),31.17,20.26,202009,5,"22,000",3,2016,천중로17길 42-3
207,서울특별시,강동구,천호동,303-25,303,25,아이빌(303-25),49.13,31.93,202009,11,"32,700",2,2016,천중로17길 42-3
208,서울특별시,강동구,천호동,25-36,25,36,예가풍경채,34.46,23.29,202009,7,"33,300",5,2015,양재대로135길 4-15
209,서울특별시,강동구,천호동,337-54,337,54,우노펠리스,24.44,17.53,202009,1,"33,500",5,2019,선사로 58-1
210,서울특별시,강동구,천호동,337-54,337,54,우노펠리스,43.12,30.93,202009,4,"38,000",2,2019,선사로 58-1
211,서울특별시,강동구,천호동,337-54,337,54,우노펠리스,29.94,21.47,202009,21,"34,500",5,2019,선사로 58-1
212,서울특별시,강동구,천호동,214-5,214,5,중앙클래식하우스3차,29.86,17.61,202009,18,"25,300",3,2016,천중로 122-6
213,서울특별시,강동구,천호동,293-17,293,17,중앙클레식하우스,29.25,22.54,202009,21,"23,700",3,2016,상암로 104
214,서울특별시,강동구,천호동,53-18,53,18,청담빌라A동,47.85,22.43,202009,15,"24,800",3,2002,천중로39길 19-24
215,서울특별시,강동구,천호동,574,574,0,청운빌리지(574),40.61,24.44,202009,1,"35,000",3,2018,천중로27길 70
216,서울특별시,강동구,천호동,574,574,0,청운빌리지(574),39.87,24,202009,6,"34,000",6,2018,천중로27길 70
217,서울특별시,강동구,천호동,574,574,0,청운빌리지(574),45.54,27.41,202009,6,"36,900",2,2018,천중로27길 70
