no,city,gugun,dong,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
1,서울특별시,강남구,개포동,1208-9,1208,9,(1208-9),월세,45.93,202009,7,2000,100,2,2016,개포로30길 21
2,서울특별시,강남구,개포동,1265-10,1265,10,(1265-10),전세,19.53,202009,28,12000,0,2,2006,개포로31길 23-10
3,서울특별시,강남구,개포동,1213,1213,0,1213,전세,45.52,202009,29,42000,0,4,2016,개포로32길 6
4,서울특별시,강남구,개포동,1245-5,1245,5,G-heim,전세,12.91,202009,23,16800,0,6,2017,개포로17길 9-3
5,서울특별시,강남구,개포동,1193-5,1193,5,개포 비버리하임,전세,29.24,202009,15,30450,0,2,2018,논현로12길 14
6,서울특별시,강남구,개포동,157-9,157,9,개포렉스힐(157-9),전세,55.19,202009,19,42000,0,7,2011,선릉로4길 19
7,서울특별시,강남구,개포동,1262-5,1262,5,그린파크빌,전세,37.86,202009,26,37500,0,4,2017,개포로35길 11
8,서울특별시,강남구,개포동,1165-9,1165,9,금성 하이츠 빌라,전세,61.02,202009,5,33500,0,2,1994,논현로2길 59
9,서울특별시,강남구,개포동,1207-3,1207,3,금성아트,월세,43.11,202009,28,14000,50,3,1991,개포로30길 22
10,서울특별시,강남구,개포동,1195-3,1195,3,노블레스빌,전세,28.8,202009,8,28000,0,3,2018,논현로12길 9-7
11,서울특별시,강남구,개포동,1195-3,1195,3,노블레스빌,전세,27.51,202009,12,28000,0,3,2018,논현로12길 9-7
12,서울특별시,강남구,개포동,1200-6,1200,6,대림빌리지,전세,51.54,202009,22,26000,0,1,1997,개포로20길 57
13,서울특별시,강남구,개포동,1206-2,1206,2,더라움,전세,27.08,202009,27,23000,0,5,2016,개포로28길 18
14,서울특별시,강남구,개포동,1172-3,1172,3,더파인하우스,전세,28.56,202009,4,30000,0,5,2017,논현로6길 22-8
15,서울특별시,강남구,개포동,1172-3,1172,3,더파인하우스,전세,28.56,202009,24,30450,0,5,2017,논현로6길 22-8
16,서울특별시,강남구,개포동,1213-2,1213,2,동산,전세,37.35,202009,4,19000,0,-1,1993,개포로32길 10
17,서울특별시,강남구,개포동,1213-2,1213,2,동산,월세,58.22,202009,7,9000,30,-1,1993,개포로32길 10
18,서울특별시,강남구,개포동,1265-6,1265,6,동산빌,월세,48.32,202009,3,14000,40,2,2004,개포로31길 29-3
19,서울특별시,강남구,개포동,1231-21,1231,21,드림하우스,월세,22.225,202009,25,2000,50,2,2014,개포로20길 9
20,서울특별시,강남구,개포동,1255-10,1255,10,베네스트,월세,48.25,202009,9,3000,120,3,2003,개포로25길 13-10
21,서울특별시,강남구,개포동,1265-5,1265,5,삼보빌라,전세,51.35,202009,30,21000,0,3,1994,개포로31길 29
22,서울특별시,강남구,개포동,1235-8,1235,8,삼성베스트빌2차,전세,40.02,202009,16,46000,0,5,2018,논현로18길 14-18
23,서울특별시,강남구,개포동,1209-19,1209,19,삼성파크빌에이동,월세,72.51,202009,22,10000,110,4,2003,개포로34길 14
24,서울특별시,강남구,개포동,1176-1,1176,1,삼우파크,전세,35.59,202009,15,21000,0,4,1993,논현로8길 46-8
25,서울특별시,강남구,개포동,1231-8,1231,8,아무르하우스,전세,49.62,202009,9,40500,0,2,2015,개포로22길 18
26,서울특별시,강남구,개포동,1253-4,1253,4,아주빌라가동,전세,45.9,202009,15,28300,0,3,1988,개포로25길 23
27,서울특별시,강남구,개포동,1253-2,1253,2,아주빌라나동,전세,42.09,202009,26,26250,0,2,1988,개포로25길 25
28,서울특별시,강남구,개포동,1236-18,1236,18,아택 서원빌딩,월세,29.82,202009,18,8000,65,4,2019,논현로20길 4-15
29,서울특별시,강남구,개포동,1236-18,1236,18,아택 서원빌딩,월세,29.82,202009,18,12000,50,4,2019,논현로20길 4-15
30,서울특별시,강남구,개포동,1236-11,1236,11,예가풍경채,전세,24.88,202009,10,33000,0,2,2018,논현로20길 4-33
31,서울특별시,강남구,개포동,1236-11,1236,11,예가풍경채,전세,24.88,202009,16,35000,0,6,2018,논현로20길 4-33
32,서울특별시,강남구,개포동,160-5,160,5,인파크뷰,월세,44.22,202009,9,24000,30,4,2011,선릉로6길 29
33,서울특별시,강남구,개포동,1219-3,1219,3,장원,전세,51.85,202009,5,43500,0,6,2013,개포로22길 36
34,서울특별시,강남구,개포동,660-16,660,16,정익하우스,전세,46.26,202009,14,20000,0,3,2010,언주로6길 15
35,서울특별시,강남구,개포동,1216-3,1216,3,청구빌라,전세,60.95,202009,3,32000,0,2,1997,개포로26길 14
36,서울특별시,강남구,개포동,1256,1256,0,청호빌라,전세,33.96,202009,2,19000,0,1,1997,개포로21길 14
37,서울특별시,강남구,개포동,1229-15,1229,15,한빛빌라,월세,24.48,202009,8,500,27,1,1997,논현로20길 4-34
38,서울특별시,강남구,개포동,1263-4,1263,4,효신빌라,전세,72.59,202009,25,37200,0,2,1990,개포로31길 19-3
39,서울특별시,강남구,개포동,1236-14,1236,14,효창빌라,전세,59.69,202009,11,30800,0,2,1993,논현로20길 4-23
40,서울특별시,강남구,논현동,113-24,113,24,(113-24),월세,37.04,202009,18,25000,20,4,2011,학동로47길 13-8
41,서울특별시,강남구,논현동,131-29,131,29,(131-29),월세,24.75,202009,14,1000,75,2,2013,학동로28길 26
42,서울특별시,강남구,논현동,133-5,133,5,(133-5),월세,55.14,202009,6,2000,215,6,2018,학동로20길 19-12
43,서울특별시,강남구,논현동,136-5,136,5,(136-5),전세,24.78,202009,14,23500,0,2,2018,강남대로126길 55
44,서울특별시,강남구,논현동,149-13,149,13,(149-13),월세,39.79,202009,3,5000,85,3,2003,학동로18길 32-12
45,서울특별시,강남구,논현동,158-16,158,16,(158-16),전세,126.96,202009,12,41000,0,3,1994,강남대로122길 59
46,서울특별시,강남구,논현동,173-20,173,20,(173-20),월세,28.12,202009,8,1000,70,2,2004,봉은사로11길 54
47,서울특별시,강남구,논현동,184-10,184,10,(184-10),전세,60.68,202009,28,31500,0,2,1993,강남대로116길 20
48,서울특별시,강남구,논현동,219-20,219,20,(219-20),전세,19.71,202009,29,21000,0,4,2018,학동로30길 43-19
49,서울특별시,강남구,논현동,244-15,244,15,(244-15),전세,24.04,202009,2,39000,0,4,2017,선릉로125길 26
50,서울특별시,강남구,논현동,262-9,262,9,(262-9),월세,63.12,202009,15,2000,117,1,2006,학동로42길 57-7
51,서울특별시,강남구,논현동,272-5,272,5,(272-5),전세,50.46,202009,23,30000,0,2,2002,언주로114길 29-14
52,서울특별시,강남구,논현동,Feb-68,68,2,(68-2),월세,30.41,202009,21,4000,85,3,2012,언주로147길 33
53,서울특별시,강남구,논현동,154-2,154,2,154-2,전세,28.51,202009,14,30000,0,2,2018,학동로26길 39
54,서울특별시,강남구,논현동,187-16,187,16,187-16,전세,29.86,202009,24,45000,0,3,2020,강남대로114길 41
55,서울특별시,강남구,논현동,151-7,151,7,DoyoVill,월세,46.52,202009,22,15000,45,2,2003,논현로123길 13-4
56,서울특별시,강남구,논현동,271-7,271,7,RED WOOD 논현,전세,56.48,202009,21,59500,0,3,2018,봉은사로47길 23
57,서울특별시,강남구,논현동,38-13,38,13,Spring Hill,전세,29.07,202009,10,33500,0,4,2018,학동로25길 17
58,서울특별시,강남구,논현동,38-13,38,13,Spring Hill,전세,29.87,202009,16,34500,0,3,2018,학동로25길 17
59,서울특별시,강남구,논현동,194-6,194,6,Urban Gray,전세,14.73,202009,14,22000,0,4,2016,논현로111길 42
60,서울특별시,강남구,논현동,194-6,194,6,Urban Gray,전세,14.73,202009,14,22000,0,4,2016,논현로111길 42
61,서울특별시,강남구,논현동,271-11,271,11,WOODS빌,월세,79.17,202009,18,5000,150,3,2003,봉은사로47길 19-6
62,서울특별시,강남구,논현동,107-41,107,41,강남하이츠,전세,86.21,202009,9,43000,0,4,2000,언주로140길 24
63,서울특별시,강남구,논현동,270-2,270,2,공간3차,전세,23.19,202009,14,32000,0,3,2016,선릉로115길 23
64,서울특별시,강남구,논현동,176-9,176,9,꿈꾸지오(176-9),월세,15.84,202009,25,1000,75,6,2019,논현로117길 15
65,서울특별시,강남구,논현동,177-11,177,11,꿈꾸지오(177-11),전세,28.57,202009,29,33600,0,1,2018,논현로117길 24
66,서울특별시,강남구,논현동,269-1,269,1,꿈꾸지오(269-1),전세,29.34,202009,22,31300,0,4,2019,봉은사로49길 26
67,서울특별시,강남구,논현동,10-22,10,22,네오빌(10-22),월세,53.47,202009,12,30000,75,3,2000,논현로145길 38
68,서울특별시,강남구,논현동,242-45,242,45,논현더라움,전세,27.66,202009,4,56000,0,7,2019,선릉로127길 5-6
69,서울특별시,강남구,논현동,187-7,187,7,논현동 187-78,전세,25.41,202009,11,36000,0,3,2019,강남대로118길 66
70,서울특별시,강남구,논현동,185-10,185,10,논현빌2차,전세,17.73,202009,18,16000,0,2,2013,강남대로116길 35
71,서울특별시,강남구,논현동,223-6,223,6,논현빌라(223-6),전세,51.46,202009,9,24000,0,3,2002,봉은사로37길 49
72,서울특별시,강남구,논현동,223-6,223,6,논현빌라(223-6),전세,51.46,202009,10,27000,0,2,2002,봉은사로37길 49
73,서울특별시,강남구,논현동,174,174,0,논현힐사이드빌라,전세,81.28,202009,2,46200,0,4,1991,학동로18길 67
74,서울특별시,강남구,논현동,191-4,191,4,대성주택 ,월세,65.52,202009,10,5000,57,3,1981,논현로113길 8
75,서울특별시,강남구,논현동,138-5,138,5,대한주택,전세,29.205,202009,17,17800,0,5,2002,강남대로126길 46
76,서울특별시,강남구,논현동,138-5,138,5,대한주택,전세,33.835,202009,26,18900,0,3,2002,강남대로126길 46
77,서울특별시,강남구,논현동,104-5,104,5,동광팰리스,전세,25.65,202009,11,33000,0,3,2016,도산대로54길 48-11
78,서울특별시,강남구,논현동,230-21,230,21,동광팰리스A동,전세,26.85,202009,15,30400,0,4,2016,봉은사로37길 21
79,서울특별시,강남구,논현동,230-21,230,21,동광팰리스A동,전세,27.63,202009,18,30500,0,3,2016,봉은사로37길 21
80,서울특별시,강남구,논현동,122-8,122,8,동화상가,월세,29.99,202009,1,1000,80,8,2012,학동로4길 15
81,서울특별시,강남구,논현동,Oct-47,47,10,라디안,전세,113.04,202009,1,50000,0,2,2004,학동로5길 21
82,서울특별시,강남구,논현동,Oct-47,47,10,라디안,월세,67.64,202009,15,10000,180,5,2004,학동로5길 21
83,서울특별시,강남구,논현동,170-4,170,4,로얄캐슬,전세,29.45,202009,25,34500,0,5,2016,논현로115길 67
84,서울특별시,강남구,논현동,177-10,177,10,모두가행복한집 A,전세,23.48,202009,17,30000,0,4,2020,논현로117길 22
85,서울특별시,강남구,논현동,177-9,177,9,모두가행복한집 B,전세,25.16,202009,7,29500,0,3,2020,논현로117길 20
86,서울특별시,강남구,논현동,177-9,177,9,모두가행복한집 B,전세,26,202009,24,30000,0,3,2020,논현로117길 20
87,서울특별시,강남구,논현동,268,268,0,삼성베스트빌(268),전세,53.51,202009,7,9000,0,4,2003,봉은사로51길 32
88,서울특별시,강남구,논현동,104-37,104,37,새터빌라,전세,48.9,202009,23,26000,0,3,2001,도산대로54길 56
89,서울특별시,강남구,논현동,190-1,190,1,서진플로렌스190,전세,24.49,202009,26,30500,0,5,2018,논현로115길 23
90,서울특별시,강남구,논현동,176-18,176,18,성우빌라,전세,67.8,202009,28,21500,0,3,1982,논현로115길 18
91,서울특별시,강남구,논현동,219-1,219,1,수정주택,월세,69.45,202009,16,4000,125,1,2001,학동로30길 37-13
92,서울특별시,강남구,논현동,262-3,262,3,스카이팰리스,전세,84.73,202009,22,46000,0,3,2002,언주로122길 18
93,서울특별시,강남구,논현동,161-8,161,8,옥토빌라트,월세,32.34,202009,10,3000,50,2,2004,강남대로122길 29-11
94,서울특별시,강남구,논현동,197-7,197,7,우림스타빌,전세,25.47,202009,25,28500,0,4,2016,강남대로114길 28
95,서울특별시,강남구,논현동,182-14,182,14,원형아트빌라,전세,63.21,202009,14,40000,0,4,1991,강남대로120길 24
96,서울특별시,강남구,논현동,232-16,232,16,위너스하임,전세,27.26,202009,26,27825,0,4,2016,봉은사로37길 7-6
97,서울특별시,강남구,논현동,263-13,263,13,유촌빌라,전세,41.57,202009,8,11000,0,1,1996,학동로42길 67-11
98,서울특별시,강남구,논현동,263-13,263,13,유촌빌라,전세,41.57,202009,28,11000,0,1,1996,학동로42길 67-11
99,서울특별시,강남구,논현동,268-6,268,6,정원빌리지,전세,51.12,202009,1,46000,0,4,2016,봉은사로51길 26
100,서울특별시,강남구,논현동,101-9,101,9,정하빌리지,월세,37.02,202009,5,500,60,-1,1994,선릉로145길 5-8
101,서울특별시,강남구,논현동,185-9,185,9,주은빌(185-9),전세,43.91,202009,4,30000,0,3,2008,강남대로116길 33
102,서울특별시,강남구,논현동,104-33,104,33,진팰리스,월세,28.3,202009,15,2000,77,2,2010,선릉로137길 14-4
103,서울특별시,강남구,논현동,176-1,176,1,참그린빌,전세,36.6,202009,23,36000,0,6,2019,논현로115길 18-8
104,서울특별시,강남구,논현동,176-1,176,1,참그린빌,전세,21.22,202009,23,29500,0,4,2019,논현로115길 18-8
105,서울특별시,강남구,논현동,273-10,273,10,청비빌라트,전세,72.96,202009,13,60000,0,3,2001,봉은사로43길 21-1
106,서울특별시,강남구,논현동,Jun-39,39,6,태원빌라트,전세,21.36,202009,10,19000,0,6,2016,학동로21길 15
107,서울특별시,강남구,논현동,131-19,131,19,태평빌라트,전세,55.38,202009,23,35000,0,1,2001,학동로28길 22
108,서울특별시,강남구,논현동,74-28,74,28,하이빌,전세,58.9,202009,15,31000,0,2,2002,논현로140길 11
109,서울특별시,강남구,논현동,179-3,179,3,한마루,월세,54.3,202009,21,1000,130,2,2004,논현로115길 47
110,서울특별시,강남구,논현동,107-30,107,30,행복한집(107-30),전세,47.41,202009,4,34500,0,3,2015,언주로136길 15-3
111,서울특별시,강남구,대치동,896-15,896,15,(896-15),월세,27.26,202009,1,10000,30,2,2003,역삼로67길 33
112,서울특별시,강남구,대치동,901,901,0,(901-0),월세,85.03,202009,12,20000,108,2,2001,역삼로69길 28
113,서울특별시,강남구,대치동,913-24,913,24,(913-24),전세,29.81,202009,1,30000,0,5,2016,삼성로67길 8-8
114,서울특별시,강남구,대치동,916-46,916,46,(916-46),전세,42.71,202009,8,25000,0,2,2002,삼성로67길 30
115,서울특별시,강남구,대치동,916-46,916,46,(916-46),전세,31.61,202009,23,18500,0,4,2002,삼성로67길 30
116,서울특별시,강남구,대치동,926,926,0,(926-0),전세,33.36,202009,11,15000,0,2,2002,삼성로67길 47
117,서울특별시,강남구,대치동,928-3,928,3,(928-3),전세,22.4,202009,19,17850,0,2,2002,삼성로67길 27-1
118,서울특별시,강남구,대치동,928-3,928,3,(928-3),전세,22.4,202009,19,17850,0,2,2002,삼성로67길 27-1
119,서울특별시,강남구,대치동,900-57,900,57,900-57,전세,29.85,202009,9,25000,0,3,2017,역삼로69길 25-1
120,서울특별시,강남구,대치동,916-47,916,47,916-47,월세,42.8,202009,3,5000,125,2,2016,삼성로67길 34
121,서울특별시,강남구,대치동,979-18,979,18,남양주택,전세,63.36,202009,3,35000,0,2,1991,역삼로90길 34
122,서울특별시,강남구,대치동,979-18,979,18,남양주택,전세,63.36,202009,3,35000,0,2,1991,역삼로90길 34
123,서울특별시,강남구,대치동,926-25,926,25,대치빌라(926-25),전세,56.31,202009,10,25200,0,2,2004,삼성로63길 48-16
124,서울특별시,강남구,대치동,987-2,987,2,대치힐하우스,월세,51.01,202009,10,5000,110,1,2003,삼성로64길 28
125,서울특별시,강남구,대치동,955-13,955,13,동현빌딩,전세,37.7,202009,18,34500,0,4,2005,역삼로83길 18
126,서울특별시,강남구,대치동,955-13,955,13,동현빌딩,전세,37.7,202009,18,35000,0,4,2005,역삼로83길 18
127,서울특별시,강남구,대치동,955-13,955,13,동현빌딩,전세,37.7,202009,25,29400,0,4,2005,역삼로83길 18
128,서울특별시,강남구,대치동,941-4,941,4,라온빌,전세,58.89,202009,12,55000,0,4,2006,삼성로61길 17
129,서울특별시,강남구,대치동,900-32,900,32,로즈타운빌라트,월세,19.09,202009,15,500,45,1,1997,테헤란로68길 40
130,서울특별시,강남구,대치동,916-43,916,43,리츠빌,월세,41.09,202009,5,10000,60,4,2003,삼성로69길 33
131,서울특별시,강남구,대치동,896-47,896,47,샤니빌,월세,36.96,202009,14,1000,68,2,2002,선릉로86길 44-5
132,서울특별시,강남구,대치동,916-2,916,2,수목크로스빌A,월세,39.8,202009,17,21000,2,3,2003,역삼로74길 13
133,서울특별시,강남구,대치동,953-14,953,14,스타빌,전세,39.67,202009,4,23100,0,3,2002,삼성로76길 26-3
134,서울특별시,강남구,대치동,910-11,910,11,스톤빌리지 대치3차,전세,36.41,202009,4,45000,0,5,2018,선릉로72길 39
135,서울특별시,강남구,대치동,910-11,910,11,스톤빌리지 대치3차,전세,36.98,202009,11,41400,0,3,2018,선릉로72길 39
136,서울특별시,강남구,대치동,910-11,910,11,스톤빌리지 대치3차,전세,36.09,202009,14,45000,0,2,2018,선릉로72길 39
137,서울특별시,강남구,대치동,910-16,910,16,썬빌,전세,43.35,202009,7,23000,0,2,2004,역삼로70길 5
138,서울특별시,강남구,대치동,929-15,929,15,썬하우스,월세,53.33,202009,10,12000,50,5,2002,도곡로77길 30
139,서울특별시,강남구,대치동,955-1,955,1,용문빌딩,월세,40.62,202009,11,6000,65,2,2003,삼성로82길 22
140,서울특별시,강남구,대치동,901-49,901,49,유경빌라,월세,46.62,202009,12,2000,105,2,2001,삼성로75길 32-7
141,서울특별시,강남구,대치동,915-3,915,3,제이원,전세,14.04,202009,23,24150,0,6,2016,삼성로69길 17
142,서울특별시,강남구,대치동,916-59,916,59,주택,전세,38,202009,7,29000,0,2,1996,삼성로67길 42
143,서울특별시,강남구,대치동,900-46,900,46,지평텔,월세,33.92,202009,13,1000,105,1,2001,선릉로82길 40-8
144,서울특별시,강남구,대치동,932-21,932,21,창전유니빌,전세,25.48,202009,14,15200,0,3,2002,삼성로63길 11-3
145,서울특별시,강남구,대치동,901-60,901,60,청도빌리지,월세,46.38,202009,11,30000,27,3,2002,삼성로75길 32
146,서울특별시,강남구,대치동,959-34,959,34,청천빌라,전세,69.44,202009,16,33863,0,4,1993,역삼로81길 13
147,서울특별시,강남구,대치동,916-31,916,31,팰리스빌(대치),전세,27.47,202009,11,31000,0,2,2016,삼성로71길 27-5
148,서울특별시,강남구,대치동,915-19,915,19,하나빌라,전세,47.14,202009,23,29400,0,3,2002,삼성로67길 20
149,서울특별시,강남구,대치동,934-14,934,14,화남,전세,65.34,202009,11,34500,0,2,2004,도곡로73길 11-1
150,서울특별시,강남구,대치동,956-11,956,11,효령주택,월세,47.15,202009,29,11025,61,3,2004,삼성로84길 23
151,서울특별시,강남구,대치동,896-12,896,12,힐빌라트,월세,35.335,202009,11,5000,50,3,2001,선릉로82길 27
152,서울특별시,강남구,도곡동,955-7,955,7,955-7,전세,17.46,202009,11,16800,0,5,2012,남부순환로359길 13
153,서울특별시,강남구,도곡동,947-19,947,19,J & J ART VILL,전세,29.76,202009,7,31500,0,3,2016,도곡로2길 29
154,서울특별시,강남구,도곡동,547-7,547,7,남성주택,월세,73.72,202009,29,23000,27,1,1982,도곡로14길 15
155,서울특별시,강남구,도곡동,413-7,413,7,더힐,월세,16.66,202009,15,1000,60,3,1990,논현로34길 19
156,서울특별시,강남구,도곡동,947-29,947,29,도곡 Build Together YM,전세,28.64,202009,5,22000,0,5,2014,강남대로54길 18-7
157,서울특별시,강남구,도곡동,947-29,947,29,도곡 Build Together YM,전세,30.67,202009,17,26000,0,3,2014,강남대로54길 18-7
158,서울특별시,강남구,도곡동,948-30,948,30,도곡동 948-30 공동주택 (부백),전세,26.1,202009,4,26000,0,4,2016,도곡로2길 34
159,서울특별시,강남구,도곡동,546-10,546,10,도곡빌라,전세,56.2,202009,21,21000,0,1,1993,논현로57길 46
160,서울특별시,강남구,도곡동,945-10,945,10,스타빌,월세,24.34,202009,3,1000,90,3,2015,강남대로54길 17-5
161,서울특별시,강남구,도곡동,893-1,893,1,역삼아트빌라,전세,53.37,202009,3,25000,0,2,1988,도곡로18길 59
162,서울특별시,강남구,삼성동,112-18,112,18,(112-18),전세,27.66,202009,26,34000,0,3,2017,선릉로108길 7-1
163,서울특별시,강남구,삼성동,115-21,115,21,(115-21),전세,19.04,202009,16,12500,0,3,2017,봉은사로68길 17-5
164,서울특별시,강남구,삼성동,115-3,115,3,(115-3),월세,27.21,202009,29,2000,55,2,2001,봉은사로70길 6
165,서울특별시,강남구,삼성동,25-6,25,6,(25-6),월세,73.05,202009,3,13000,45,3,2002,봉은사로73길 45-6
166,서울특별시,강남구,삼성동,25-6,25,6,(25-6),월세,41.47,202009,25,12000,35,2,2002,봉은사로73길 45-6
167,서울특별시,강남구,삼성동,39-21,39,21,(39-21),월세,69.79,202009,2,3000,150,5,2003,선릉로116길 24
168,서울특별시,강남구,삼성동,118-20,118,20,Happiness,월세,22.46,202009,17,5000,65,3,2017,삼성로107길 12-8
169,서울특별시,강남구,삼성동,122-22,122,22,골든빌,월세,16.88,202009,2,75,75,4,2011,삼성로107길 23-13
170,서울특별시,강남구,삼성동,24-18,24,18,공간2차,월세,16.72,202009,21,2000,57,5,2016,삼성로115길 20-12
171,서울특별시,강남구,삼성동,44-23,44,23,단샘빌라,월세,27.25,202009,5,1000,65,1,2002,봉은사로67길 3-10
172,서울특별시,강남구,삼성동,24-15,24,15,리츠빌하우징,월세,30.19,202009,18,5000,100,2,2014,삼성로115길 20-14
173,서울특별시,강남구,삼성동,92-16,92,16,마이바움 삼성ㆍ창,월세,35.22,202009,9,3000,100,3,2015,영동대로114길 33
174,서울특별시,강남구,삼성동,92-16,92,16,마이바움 삼성ㆍ창,월세,33.87,202009,16,8000,60,3,2015,영동대로114길 33
175,서울특별시,강남구,삼성동,36-21,36,21,모던팰리스,전세,43.08,202009,8,39000,0,3,2000,선릉로116길 14
176,서울특별시,강남구,삼성동,121,121,0,벨르빌,전세,27.41,202009,4,18000,0,4,2001,삼성로107길 17
177,서울특별시,강남구,삼성동,30-14,30,14,비젼2000,월세,38.03,202009,3,2000,98,2,2000,봉은사로57길 48
178,서울특별시,강남구,삼성동,Jul-40,40,7,삼성동좋은사람좋은집,월세,46.25,202009,4,2000,120,2,2004,봉은사로59길 14
179,서울특별시,강남구,삼성동,10-12,10,12,서니힐,전세,36.8,202009,16,21000,0,2,2001,선릉로126길 14-14
180,서울특별시,강남구,삼성동,27-1,27,1,성은하우스,월세,34.5,202009,7,2000,75,4,2002,삼성로119길 47
181,서울특별시,강남구,삼성동,27-1,27,1,성은하우스,월세,37.5,202009,7,1000,88,2,2002,삼성로119길 47
182,서울특별시,강남구,삼성동,115-31,115,31,센츄리빌리지,월세,33,202009,4,3000,55,2,2000,봉은사로70길 7
183,서울특별시,강남구,삼성동,116-29,116,29,수목원,전세,24.04,202009,23,18000,0,1,2002,봉은사로74길 6-9
184,서울특별시,강남구,삼성동,Sep-32,32,9,신도하우스,전세,54.35,202009,15,34000,0,2,2002,선릉로116길 19-6
185,서울특별시,강남구,삼성동,Jun-36,36,6,에이플하우스,전세,84.02,202009,27,39900,0,3,2004,봉은사로55길 20
186,서울특별시,강남구,삼성동,123-13,123,13,엔젤빌라,월세,43.2,202009,8,7000,63,4,2000,봉은사로72길 28
187,서울특별시,강남구,삼성동,27-11,27,11,엘림하우스,월세,20.57,202009,12,5000,40,5,2003,봉은사로67길 42
188,서울특별시,강남구,삼성동,125-16,125,16,유엔미스페이스,전세,30.21,202009,18,16800,0,3,2001,삼성로103길 17-3
189,서울특별시,강남구,삼성동,24-17,24,17,조이빌,월세,48.59,202009,3,22000,50,2,2002,삼성로115길 16-11
190,서울특별시,강남구,삼성동,36-19,36,19,초석씨엘하우징,월세,34.32,202009,16,1000,70,1,2002,봉은사로57길 25
191,서울특별시,강남구,삼성동,98,98,0,한강맨션,전세,82.05,202009,9,25000,0,3,1982,봉은사로109길 46
192,서울특별시,강남구,삼성동,Jun-47,47,6,힐스테이트5차,월세,19.92,202009,6,3000,68,2,2015,삼성로115길 37-4
193,서울특별시,강남구,세곡동,541,541,0,강남 효성해링턴 코트,전세,95.8969,202009,3,115000,0,4,2016,자곡로 36
194,서울특별시,강남구,신사동,600-11,600,11,Archinus,월세,25.54,202009,2,300,52,1,1995,논현로164길 15
195,서울특별시,강남구,신사동,557-7,557,7,꿈나무빌,월세,17.58,202009,10,4000,65,3,2017,논현로155길 31-1
196,서울특별시,강남구,신사동,555-28,555,28,신사리스빌,월세,30.06,202009,3,5000,85,4,2013,도산대로23길 37
197,서울특별시,강남구,신사동,555-28,555,28,신사리스빌,전세,30.12,202009,7,20000,0,4,2013,도산대로23길 37
198,서울특별시,강남구,신사동,554-28,554,28,아트빌,월세,21.93,202009,3,12750,10,2,2011,논현로157길 50
199,서울특별시,강남구,신사동,554-28,554,28,아트빌,월세,21.93,202009,4,12750,10,2,2011,논현로157길 50
200,서울특별시,강남구,역삼동,655-14,655,14,(655-14),전세,26.19,202009,12,29900,0,6,2017,논현로106길 37
201,서울특별시,강남구,역삼동,724-5,724,5,(724-5),전세,81.18,202009,5,40000,0,3,1991,언주로79길 30-3
202,서울특별시,강남구,역삼동,728-31,728,31,(728-31),전세,28.58,202009,10,22000,0,5,2003,논현로80길 28
203,서울특별시,강남구,역삼동,728-31,728,31,(728-31),전세,28.01,202009,10,19900,0,5,2003,논현로80길 28
204,서울특별시,강남구,역삼동,774-46,774,46,(774-46),월세,55.18,202009,11,25000,70,6,2005,언주로71길 11
205,서울특별시,강남구,역삼동,778-30,778,30,(778-30),월세,38.3,202009,15,1000,135,5,2014,언주로69길 13
206,서울특별시,강남구,역삼동,781-31,781,31,(781-31),월세,27.28,202009,4,16000,10,5,2014,논현로66길 27-1
207,서울특별시,강남구,역삼동,791-19,791,19,(791-19),전세,45.48,202009,14,31000,0,3,1997,역삼로20길 21
208,서울특별시,강남구,역삼동,835-51,835,51,(835-51),월세,19.32,202009,9,8000,10,3,2000,논현로63길 60
209,서울특별시,강남구,역삼동,836-45,836,45,(836-45),전세,47.07,202009,5,31000,0,3,2013,도곡로5길 16
210,서울특별시,강남구,역삼동,836-45,836,45,(836-45),월세,23.1,202009,14,10000,30,2,2013,도곡로5길 16
211,서울특별시,강남구,역삼동,836-45,836,45,(836-45),월세,25.53,202009,15,10000,30,2,2013,도곡로5길 16
212,서울특별시,강남구,역삼동,691-23,691,23,691-23,전세,23.71,202009,17,29400,0,2,2016,봉은사로48길 50-13
213,서울특별시,강남구,역삼동,681-24,681,24,Hillstate4,전세,20.7,202009,5,19500,0,3,2015,언주로108길 25-3
214,서울특별시,강남구,역삼동,771-19,771,19,MAIBAUM,전세,22,202009,14,17000,0,2,2012,역삼로34길 5-1
215,서울특별시,강남구,역삼동,771-19,771,19,MAIBAUM,전세,22,202009,22,17000,0,2,2012,역삼로34길 5-1
216,서울특별시,강남구,역삼동,783-27,783,27,PARKVILL,전세,56.77,202009,9,29400,0,5,2002,언주로63길 28
217,서울특별시,강남구,역삼동,704-43,704,43,RAUM,월세,18.9,202009,17,2000,65,3,2012,테헤란로47길 19
218,서울특별시,강남구,역삼동,648-1,648,1,강남 IBC 오피스텔,월세,23.09,202009,8,1000,90,8,1987,테헤란로7길 8
219,서울특별시,강남구,역삼동,637-4,637,4,공간8차,전세,21.56,202009,12,28800,0,5,2017,테헤란로13길 22-7
220,서울특별시,강남구,역삼동,637-4,637,4,공간8차,전세,13.66,202009,17,17500,0,4,2017,테헤란로13길 22-7
221,서울특별시,강남구,역삼동,704-47,704,47,금영빌딩,월세,48.6,202009,15,1000,85,2,1998,테헤란로51길 23
